Year,CBPF Name,Cluster,Total Allocations,Targeted People,Reached People
2016,"Pakistan","Health",1000052.67,93215,104244
2016,"Pakistan","Nutrition",649269.22,68375,65807
2016,"Pakistan","Protection",963321.8300000001,50818,52774
2016,"Pakistan","Water Sanitation Hygiene",999152.95,83708,75380
2016,"Somalia","Education",2478765.1550000003,54868,58069
2016,"Somalia","Emergency Shelter and NFI",2787216.0300000003,100632,102653
2016,"Somalia","Food Security",7871893.15,137872,373964
2016,"Somalia","Health",2704282.17,392774,446036
2016,"Somalia","Logistics",1000000,4000,0
2016,"Somalia","Multi-Sector",3552668.27,4779544,4690928
2016,"Somalia","Nutrition",3431644.18,331656,340740
2016,"Somalia","Protection",2332346.33,70113,97293
2016,"Somalia","Water Sanitation Hygiene",4825113.755,325672,354618
2016,"South Sudan","Camp Coordination / Management",2195045.65,325889,321280
2016,"South Sudan","Coordination and Support Services",1122505.07,60,67
2016,"South Sudan","Education",4334759.72,183616,201825
2016,"South Sudan","Emergency Shelter and NFI",10086432.58,1037128,1311822
2016,"South Sudan","Emergency Telecommunications",663373.28,240,420
2016,"South Sudan","Food Security",8800392.41,1137141,1335929
2016,"South Sudan","Health",11888486.360000001,3361255,3799641
2016,"South Sudan","Logistics",9050060.33,20320,25158
2016,"South Sudan","Nutrition",14072923.27,931347,946144
2016,"South Sudan","Protection",6766997.47,427680,542078
2016,"South Sudan","Water Sanitation Hygiene",13407835.040000001,1515492,1890714
2016,"Sudan","Camp Coordination / Management",8468507.5084,372526,495666
2016,"Sudan","Coordination and Support Services",1100007.72,654100,608574
2016,"Sudan","Education",2112201.4447999997,134958,103903
2016,"Sudan","Emergency Shelter and NFI",2715742.3736000005,942793,560277
2016,"Sudan","Food Security",3110841.932,889850,879280
2016,"Sudan","Health",5353540.605264,14953516,13969331
2016,"Sudan","Nutrition",6125830.231868,758972,869076
2016,"Sudan","Protection",3639587.2758,382208,399588
2016,"Sudan","Water Sanitation Hygiene",6153323.028268,4655888,3750393
2016,"Syria","Education",3529951.79,78633,98866
2016,"Syria","Emergency Shelter and NFI",8536804.7934,239014,292492
2016,"Syria","Food Security",13506517.2196,1210129,1508744
2016,"Syria","Health",9681550.7952,858195,936210
2016,"Syria","Logistics",2000000.1,1,1
2016,"Syria","Nutrition",2249638.2,421780,526480
2016,"Syria","Protection",2266762.0158,160367,160313
2016,"Syria","Water Sanitation Hygiene",7219365.916,1309374,2007123
2016,"Syria Cross border","Camp Coordination / Management",18021742.4912,523614,562461
2016,"Syria Cross border","Education",6002385.4294,99421,122429
2016,"Syria Cross border","Emergency Shelter and NFI",12453800.6976,333955,375818
2016,"Syria Cross border","Food Security",15596295.5912,575714,728789
2016,"Syria Cross border","Health",18503209.381,4069916,4151020
2016,"Syria Cross border","Nutrition",735511.309,110948,117624
2016,"Syria Cross border","Protection",7813139.763,478069,680887
2016,"Syria Cross border","Water Sanitation Hygiene",14187811.707600001,1429561,1620140
2016,"Yemen","Emergency Shelter and NFI",14142502.881,260649,356835
2016,"Yemen","Food Security",20233471.6173,565113,693790
2016,"Yemen","Health",16954809.99905,1604289,1908747
2016,"Yemen","Logistics",999498.77,250,172
2016,"Yemen","Nutrition",18084554.73575,1173963,1260282
2016,"Yemen","Protection",3876946.7777000004,3283973,3592205
2016,"Yemen","Water Sanitation Hygiene",19782109.2692,996198,1622899
