,Year,Donor Name,CBPF Name,Paid Amount,Pledged Amount,Total Contributions,Local Curency,Exchange Rate,Paid Amount (Local Currency),Pledged Amount (Local Currency),Total Contributions (Local Currency)
140,2019,Qatar,Syria,999994.0,0.0,999994.0,USD,1.0,999994.0,0,999994.0
141,2019,Spain,Nigeria,287026.41,0.0,287026.41,EUR,0.87,250000.0,0,250000.0
142,2019,Spain,oPt,663716.81,0.0,663716.81,EUR,0.9,600000.0,0,600000.0
143,2019,Spain,Syria,1659292.03,0.0,1659292.03,EUR,0.9,1500000.0,0,1500000.0
144,2019,Spain,Yemen,553097.34,0.0,553097.34,EUR,0.9,500000.0,0,500000.0
145,2019,Sweden,Afghanistan,9345093.06,0.0,9345093.06,SEK ,9.27,86646480.0,0,86646480.0
146,2019,Sweden,CAR,1631568.77,0.0,1631568.77,SEK ,9.09,14832592.0,0,14832592.0
147,2019,Sweden,DRC,10811473.78,0.0,10811473.78,SEK ,9.18,99223848.0,0,99223848.0
148,2019,Sweden,Ethiopia,7725706.75,0.0,7725706.75,SEK,9.32,72002518.0,0,72002518.0
149,2019,Sweden,Iraq,1514069.52,0.0,1514069.52,SEK,9.25,14000600.89,0,14000600.89
150,2019,Sweden,Jordan,1081478.23,0.0,1081478.23,SEK,9.25,10000429.21,0,10000429.21
151,2019,Sweden,Lebanon,2664373.39,0.0,2664373.39,SEK,9.38,25000131.01,0,25000131.01
152,2019,Sweden,Myanmar,865182.59,0.0,865182.59,SEK,9.25,8000343.37,0,8000343.37
153,2019,Sweden,Nigeria,3802685.82,0.0,3802685.82,SEK,9.34,35501180.31,0,35501180.31
154,2019,Sweden,oPt,2162956.46,0.0,2162956.46,SEK,9.25,20000858.42,0,20000858.42
155,2019,Sweden,Pakistan,2487399.93,0.0,2487399.93,SEK,9.25,23000987.18,0,23000987.18
156,2019,Sweden,Somalia,8618021.64,0.0,8618021.64,SEK ,9.41,81137956.0,0,81137956.0
157,2019,Sweden,South Sudan,6481529.38,0.0,6481529.38,SEK ,9.19,59583781.0,0,59583781.0
158,2019,Sweden,Sudan,7555437.55,0.0,7555437.55,SEK ,9.19,69417188.0,0,69417188.0
159,2019,Sweden,Syria,6891651.28,0.0,6891651.28,SEK,9.43,65001311.21,0,65001311.21
160,2019,Sweden,Syria Cross border,6363099.47,0.0,6363099.47,SEK,9.43,60001211.07,0,60001211.07
161,2019,Sweden,Ukraine,1077483.32,0.0,1077483.32,SEK,9.28,10000122.69,0,10000122.69
162,2019,Sweden,Yemen,8111086.74,0.0,8111086.74,SEK,9.25,75003219.07,0,75003219.07
163,2019,Switzerland,Afghanistan,599965.0,0.0,599965.0,USD ,1.0,599965.0,0,599965.0
164,2019,Switzerland,CAR,653225.63,0.0,653225.63,CHF ,0.99,648000.0,0,648000.0
165,2019,Switzerland,Ethiopia,1028806.58,0.0,1028806.58,CHF,0.97,1000000.0,0,1000000.0
166,2019,Switzerland,Lebanon,495540.14,0.0,495540.14,CHF,1.01,500000.0,0,500000.0
167,2019,Switzerland,Myanmar,813008.13,0.0,813008.13,CHF,0.98,800000.0,0,800000.0
168,2019,Switzerland,Nigeria,792864.22,0.0,792864.22,CHF,1.01,800000.0,0,800000.0
169,2019,Switzerland,oPt,2981433.93,0.0,2981433.93,CHF,1.01,3000000.0,0,3000000.0
170,2019,Switzerland,Somalia,505221.46,0.0,505221.46,CHF ,1.01,509768.0,0,509768.0
171,2019,Switzerland,Somalia,1579064.0,0.0,1579064.0,USD ,1.0,1579064.0,0,1579064.0
172,2019,Switzerland,South Sudan,1997203.91,0.0,1997203.91,CHF ,1.01,2015179.0,0,2015179.0
173,2019,Switzerland,Sudan,3037796.42,0.0,3037796.42,CHF ,0.98,2983078.0,0,2983078.0
174,2019,Switzerland,Syria,3290195.19,0.0,3290195.19,CHF,1.01,3330000.0,0,3330000.0
175,2019,Switzerland,Syria Cross border,1510068.48,0.0,1510068.48,CHF,0.99,1500000.0,0,1500000.0
176,2019,Switzerland,Yemen,4335377.26,0.0,4335377.26,CHF,1.0,4345000.0,0,4345000.0
177,2019,Ukraine,Yemen,381463.98,0.0,381463.98,UAH,26.22,10000078.24,0,10000078.24
178,2019,United Kingdom,Afghanistan,67140220.0,0.0,67140220.0,GBP ,0.81,54168967.0,0,54168967.0
179,2019,United Kingdom,CAR,7263060.0,0.0,7263060.0,GBP ,0.82,5970235.0,0,5970235.0
180,2019,United Kingdom,DRC,30133044.9,0.0,30133044.9,GBP ,0.78,23413376.0,0,23413376.0
181,2019,United Kingdom,Ethiopia,22928290.32,0.0,22928290.32,GBP,0.78,17800000.0,0,17800000.0
182,2019,United Kingdom,Iraq,7907542.58,0.0,7907542.58,GBP,0.82,6500000.0,0,6500000.0
183,2019,United Kingdom,Myanmar,3152585.12,0.0,3152585.12,GBP,0.79,2500000.0,0,2500000.0
184,2019,United Kingdom,Pakistan,2617801.05,0.0,2617801.05,GBP,0.76,2000000.0,0,2000000.0
185,2019,United Kingdom,Somalia,4910080.0,0.0,4910080.0,GBP ,0.81,3982075.0,0,3982075.0
186,2019,United Kingdom,South Sudan,13849160.01,0.0,13849160.01,GBP ,0.77,10687211.0,0,10687211.0
187,2019,United Kingdom,Sudan,29021440.0,0.0,29021440.0,GBP ,0.79,22921479.0,0,22921479.0
188,2019,United Kingdom,Syria,19937526.48,0.0,19937526.48,GBP,0.78,15600000.0,0,15600000.0
189,2019,United Kingdom,Syria Cross border,51001903.35,0.0,51001903.35,GBP,0.78,40000000.0,0,40000000.0
190,2019,United Kingdom,Yemen,59831417.44,0.0,59831417.44,GBP,0.79,47000000.0,0,47000000.0
191,2019,United States,CAR,3000000.0,0.0,3000000.0,USD ,1.0,3000000.0,0,3000000.0
192,2019,United States,Ethiopia,9750000.0,0.0,9750000.0,USD,1.0,9750000.0,0,9750000.0
193,2019,United States,Myanmar,4500000.0,0.0,4500000.0,USD,1.0,4500000.0,0,4500000.0
194,2019,United States,Sudan,8000000.0,0.0,8000000.0,USD ,1.0,8000000.0,0,8000000.0
195,2019,United States,Ukraine,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
196,2019,United States,Yemen,5000000.0,0.0,5000000.0,USD,1.0,5000000.0,0,5000000.0
0,2020,Australia,Afghanistan,5864836.66,0.0,5864836.66,AUD ,1.57,9210832.0,0,9210832.0
1,2020,Australia,Myanmar,4234529.29,0.0,4234529.29,AUD,1.57,6648210.99,0,6648210.99
2,2020,Australia,Somalia,1306308.94,0.0,1306308.94,AUD ,1.57,2052211.0,0,2052211.0
3,2020,Australia,South Sudan,2522590.58,0.0,2522590.58,AUD ,1.63,4101732.0,0,4101732.0
4,2020,Azerbaijan,Yemen,25000.0,0.0,25000.0,USD,1.0,25000.0,0,25000.0
5,2020,Belgium,DRC,10031470.51,0.0,10031470.51,EUR ,0.85,8526750.0,0,8526750.0
6,2020,Belgium,Iraq,4343105.32,0.0,4343105.32,EUR,0.92,4000000.0,0,4000000.0
7,2020,Belgium,Lebanon,5109272.99,0.0,5109272.99,EUR,0.88,4500000.0,0,4500000.0
8,2020,Belgium,Nigeria,5428881.65,0.0,5428881.65,EUR,0.92,5000000.0,0,5000000.0
9,2020,Belgium,oPt,4343105.32,0.0,4343105.32,EUR,0.92,4000000.0,0,4000000.0
10,2020,Belgium,South Sudan,2360346.0,0.0,2360346.0,EUR ,0.85,2006294.0,0,2006294.0
11,2020,Belgium,Syria,7600434.31,0.0,7600434.31,EUR,0.92,7000000.0,0,7000000.0
12,2020,Belgium,Syria Cross border,7600434.31,0.0,7600434.31,EUR,0.92,7000000.0,0,7000000.0
13,2020,Belgium,Yemen,5428881.65,0.0,5428881.65,EUR,0.92,5000000.0,0,5000000.0
14,2020,Bulgaria,Ukraine,54288.82,0.0,54288.82,EUR,0.92,50000.0,0,50000.0
15,2020,Bulgaria,Yemen,54288.82,0.0,54288.82,EUR,0.92,50000.0,0,50000.0
16,2020,Canada,Afghanistan,2743088.93,0.0,2743088.93,CAD ,1.38,3779977.0,0,3779977.0
17,2020,Canada,CAR,1445082.6,0.0,1445082.6,CAD ,1.38,1991324.0,0,1991324.0
18,2020,Canada,DRC,4575743.65,0.0,4575743.65,CAD ,1.34,6128457.0,0,6128457.0
19,2020,Canada,Ethiopia,2891478.58,0.0,2891478.58,CAD,1.35,3900226.86,0,3900226.86
20,2020,Canada,Iraq,746580.87,0.0,746580.87,CAD,1.34,999996.01,0,999996.01
21,2020,Canada,Jordan,734873.73,0.0,734873.73,CAD,1.36,1000163.15,0,1000163.15
22,2020,Canada,Myanmar,1503930.97,0.0,1503930.97,CAD,1.4,2099687.72,0,2099687.72
23,2020,Canada,Nigeria,644281.67,0.0,644281.67,CAD,1.4,899976.75,0,899976.75
24,2020,Canada,Pakistan,712877.56,0.0,712877.56,CAD,1.4,1000167.22,0,1000167.22
25,2020,Canada,Somalia,2507032.01,0.0,2507032.01,CAD ,1.38,3454690.0,0,3454690.0
26,2020,Canada,South Sudan,1444226.59,0.0,1444226.59,CAD ,1.38,1990144.0,0,1990144.0
27,2020,Canada,Sudan,1731531.11,0.0,1731531.11,CAD ,1.38,2386050.0,0,2386050.0
28,2020,Canada,Syria,5181460.53,0.0,5181460.53,CAD,1.34,6924439.79,0,6924439.79
29,2020,Canada,Syria Cross border,2612314.49,0.0,2612314.49,CAD,1.33,3474378.27,0,3474378.27
30,2020,Canada,Ukraine,996524.99,0.0,996524.99,CAD,1.4,1400114.6,0,1400114.6
31,2020,Canada,Venezuela,1092663.39,0.0,1092663.39,CAD,1.28,1399701.8,0,1399701.8
32,2020,Canada,Yemen,4979937.96,0.0,4979937.96,CAD,1.41,7001792.77,0,7001792.77
33,2020,Cyprus,Jordan,12500.0,0.0,12500.0,EUR,0.92,11512.5,0,11512.5
34,2020,Cyprus,Lebanon,12500.0,0.0,12500.0,EUR,0.92,11512.5,0,11512.5
35,2020,Cyprus,oPt,24400.0,0.0,24400.0,EUR,0.88,21508.5,0,21508.5
36,2020,Cyprus,Syria,12500.0,0.0,12500.0,EUR,0.92,11512.5,0,11512.5
37,2020,Cyprus,Yemen,28441.41,0.0,28441.41,EUR,0.88,25000.0,0,25000.0
38,2020,Denmark,Ethiopia,3282575.96,0.0,3282575.96,DKK,6.09,20000735.32,0,20000735.32
39,2020,Denmark,Lebanon,2280211.06,0.0,2280211.06,DKK,6.58,14999228.35,0,14999228.35
40,2020,Denmark,Somalia,2979554.45,0.0,2979554.45,DKK ,6.69,19927260.0,0,19927260.0
41,2020,Denmark,South Sudan,4462703.18,0.0,4462703.18,DKK ,6.69,29846559.0,0,29846559.0
42,2020,Denmark,Sudan,2172063.64,0.0,2172063.64,DKK ,6.78,14720075.0,0,14720075.0
43,2020,Denmark,Syria,4560302.06,0.0,4560302.06,DKK,6.58,30002227.25,0,30002227.25
44,2020,Denmark,Syria Cross border,9085481.22,0.0,9085481.22,DKK,6.6,59996839.15,0,59996839.15
45,2020,Denmark,Yemen,5699282.24,0.0,5699282.24,DKK,6.14,34999292.24,0,34999292.24
46,2020,Estonia,Sudan,181391.3,0.0,181391.3,EUR ,0.84,152120.0,0,152120.0
47,2020,Estonia,Ukraine,54585.15,0.0,54585.15,EUR,0.92,50000.0,0,50000.0
48,2020,European Commission,South Sudan,3301500.0,0.0,3301500.0,EUR ,0.9,2958144.0,0,2958144.0
49,2020,European Commission,Ukraine,1118900.0,0.0,1118900.0,EUR,0.89,1000296.6,0,1000296.6
50,2020,Finland,oPt,1194743.13,0.0,1194743.13,EUR,0.84,1000000.0,0,1000000.0
51,2020,France,Syria Cross border,12937555.15,0.0,12937555.15,EUR,0.88,11335000.0,0,11335000.0
52,2020,Germany,Afghanistan,5038556.0,0.0,5038556.0,EUR ,0.89,4478392.0,0,4478392.0
53,2020,Germany,CAR,11340948.5,0.0,11340948.5,EUR ,0.88,9933826.0,0,9933826.0
54,2020,Germany,DRC,13067141.5,0.0,13067141.5,EUR ,0.88,11524964.0,0,11524964.0
55,2020,Germany,Ethiopia,19506868.17,0.0,19506868.17,EUR,0.87,17000000.0,0,17000000.0
56,2020,Germany,Iraq,9563069.63,0.0,9563069.63,EUR,0.89,8500000.0,0,8500000.0
57,2020,Germany,Jordan,3377096.16,0.0,3377096.16,EUR,0.89,3000000.0,0,3000000.0
58,2020,Germany,Lebanon,6903254.12,0.0,6903254.12,EUR,0.87,6000000.0,0,6000000.0
59,2020,Germany,Myanmar,1671934.58,0.0,1671934.58,EUR,0.9,1500000.0,0,1500000.0
60,2020,Germany,Nigeria,12327467.93,0.0,12327467.93,EUR,0.89,11000000.0,0,11000000.0
61,2020,Germany,oPt,13822511.1,0.0,13822511.1,EUR,0.9,12500000.0,0,12500000.0
62,2020,Germany,Pakistan,3459465.36,0.0,3459465.36,EUR,0.87,3000000.0,0,3000000.0
63,2020,Germany,Somalia,16149152.0,0.0,16149152.0,EUR ,0.86,13945090.0,0,13945090.0
64,2020,Germany,South Sudan,16442217.51,0.0,16442217.51,EUR ,0.88,14410448.0,0,14410448.0
65,2020,Germany,Sudan,12619019.51,0.0,12619019.51,EUR ,0.88,11046113.0,0,11046113.0
66,2020,Germany,Syria,2825219.78,0.0,2825219.78,EUR,0.88,2500000.0,0,2500000.0
67,2020,Germany,Syria Cross border,45053929.45,0.0,45053929.45,EUR,0.89,40000000.0,0,40000000.0
68,2020,Germany,Ukraine,4499201.71,0.0,4499201.71,EUR,0.89,4000000.0,0,4000000.0
69,2020,Germany,Yemen,26658767.77,0.0,26658767.77,EUR,0.84,22500000.0,0,22500000.0
70,2020,Greece,Yemen,35049.07,0.0,35049.07,EUR,0.86,30002.0,0,30002.0
71,2020,Iceland,Afghanistan,235183.44,0.0,235183.44,ISK ,133.07,31295860.0,0,31295860.0
72,2020,Iceland,Lebanon,349361.45,0.0,349361.45,ISK,128.81,44999999.69,0,44999999.69
73,2020,Iceland,oPt,169998.64,0.0,169998.64,ISK,147.06,25000000.0,0,25000000.0
74,2020,Iceland,Syria,202183.59,0.0,202183.59,ISK,123.65,25000000.29,0,25000000.29
75,2020,Ireland,Afghanistan,531776.0,0.0,531776.0,EUR ,0.92,487107.0,0,487107.0
76,2020,Ireland,CAR,3230376.0,0.0,3230376.0,EUR ,0.91,2929951.0,0,2929951.0
77,2020,Ireland,DRC,3190776.0,0.0,3190776.0,EUR ,0.92,2922751.0,0,2922751.0
78,2020,Ireland,Ethiopia,4305841.97,0.0,4305841.97,EUR,0.89,3830000.0,0,3830000.0
79,2020,Ireland,Iraq,1102535.83,0.0,1102535.83,EUR,0.91,1000000.0,0,1000000.0
80,2020,Ireland,Lebanon,2533611.94,0.0,2533611.94,EUR,0.89,2250000.0,0,2250000.0
81,2020,Ireland,Nigeria,1091703.06,0.0,1091703.06,EUR,0.92,1000000.0,0,1000000.0
82,2020,Ireland,oPt,444469.98,0.0,444469.98,EUR,0.9,400000.0,0,400000.0
83,2020,Ireland,Somalia,3204276.0,0.0,3204276.0,EUR ,0.92,2935117.0,0,2935117.0
84,2020,Ireland,South Sudan,2136176.0,0.0,2136176.0,EUR ,0.92,1956737.0,0,1956737.0
85,2020,Ireland,Sudan,3190776.0,0.0,3190776.0,EUR ,0.92,2922751.0,0,2922751.0
86,2020,Ireland,Syria Cross border,2729257.64,0.0,2729257.64,EUR,0.92,2500000.0,0,2500000.0
87,2020,Ireland,Venezuela,597371.57,0.0,597371.57,EUR,0.84,500000.0,0,500000.0
88,2020,Ireland,Yemen,6689248.62,0.0,6689248.62,EUR,0.9,6000000.0,0,6000000.0
89,2020,Italy,CAR,579344.53,0.0,579344.53,EUR ,0.88,509823.0,0,509823.0
90,2020,Italy,Ethiopia,611995.1,0.0,611995.1,EUR,0.82,500000.0,0,500000.0
91,2020,Italy,Iraq,597371.57,0.0,597371.57,EUR,0.84,500000.0,0,500000.0
92,2020,Italy,Jordan,896057.35,0.0,896057.35,EUR,0.84,750000.0,0,750000.0
93,2020,Italy,Lebanon,1173708.92,0.0,1173708.92,EUR,0.85,1000000.0,0,1000000.0
94,2020,Italy,oPt,597371.57,0.0,597371.57,EUR,0.84,500000.0,0,500000.0
95,2020,Italy,Sudan,579344.53,0.0,579344.53,EUR ,0.88,509823.0,0,509823.0
96,2020,Italy,Syria,1173708.92,0.0,1173708.92,EUR,0.85,1000000.0,0,1000000.0
97,2020,Italy,Syria Cross border,2239641.66,0.0,2239641.66,EUR,0.89,2000000.0,0,2000000.0
98,2020,Italy,Ukraine,597371.57,0.0,597371.57,EUR,0.84,500000.0,0,500000.0
99,2020,Jersey,CAR,373013.61,0.0,373013.61,GBP ,0.76,285267.0,0,285267.0
100,2020,Jersey,Syria,258732.21,0.0,258732.21,GBP,0.77,200000.0,0,200000.0
101,2020,Jersey,Yemen,323415.27,0.0,323415.27,GBP,0.77,250000.0,0,250000.0
102,2020,Kazakhstan,Afghanistan,50000.0,0.0,50000.0,USD ,1.0,50000.0,0,50000.0
103,2020,"Korea, Republic of",Afghanistan,2500000.0,0.0,2500000.0,USD ,1.0,2500000.0,0,2500000.0
104,2020,"Korea, Republic of",CAR,200000.0,0.0,200000.0,USD ,1.0,200000.0,0,200000.0
105,2020,"Korea, Republic of",DRC,500000.0,0.0,500000.0,USD ,1.0,500000.0,0,500000.0
106,2020,"Korea, Republic of",Ethiopia,200000.0,0.0,200000.0,USD,1.0,200000.0,0,200000.0
107,2020,"Korea, Republic of",Myanmar,300000.0,0.0,300000.0,USD,1.0,300000.0,0,300000.0
108,2020,"Korea, Republic of",Nigeria,500000.0,0.0,500000.0,USD,1.0,500000.0,0,500000.0
109,2020,"Korea, Republic of",oPt,300000.0,0.0,300000.0,USD,1.0,300000.0,0,300000.0
110,2020,"Korea, Republic of",Somalia,300000.0,0.0,300000.0,USD ,1.0,300000.0,0,300000.0
111,2020,"Korea, Republic of",South Sudan,500000.0,0.0,500000.0,USD ,1.0,500000.0,0,500000.0
112,2020,"Korea, Republic of",Sudan,550000.0,0.0,550000.0,USD ,1.0,550000.0,0,550000.0
113,2020,"Korea, Republic of",Syria,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
114,2020,"Korea, Republic of",Syria Cross border,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
115,2020,"Korea, Republic of",Ukraine,400000.0,0.0,400000.0,USD,1.0,400000.0,0,400000.0
116,2020,"Korea, Republic of",Venezuela,800000.0,0.0,800000.0,USD,1.0,800000.0,0,800000.0
117,2020,"Korea, Republic of",Yemen,2000000.0,0.0,2000000.0,USD,1.0,2000000.0,0,2000000.0
118,2020,Lithuania,Yemen,115711.0,0.0,115711.0,EUR,0.86,100000.0,0,100000.0
119,2020,Luxembourg,Afghanistan,414332.8,0.0,414332.8,EUR ,0.84,348868.0,0,348868.0
120,2020,Luxembourg,CAR,414332.8,0.0,414332.8,EUR ,0.84,348868.0,0,348868.0
121,2020,Luxembourg,DRC,414332.8,0.0,414332.8,EUR ,0.84,348868.0,0,348868.0
122,2020,Luxembourg,Iraq,411764.71,0.0,411764.71,EUR,0.85,350000.0,0,350000.0
123,2020,Luxembourg,Myanmar,411764.71,0.0,411764.71,EUR,0.85,350000.0,0,350000.0
124,2020,Luxembourg,Nigeria,411764.71,0.0,411764.71,EUR,0.85,350000.0,0,350000.0
125,2020,Luxembourg,South Sudan,414332.8,0.0,414332.8,EUR ,0.84,348868.0,0,348868.0
126,2020,Luxembourg,Syria,411764.71,0.0,411764.71,EUR,0.85,350000.0,0,350000.0
127,2020,Luxembourg,Ukraine,411764.71,0.0,411764.71,EUR,0.85,350000.0,0,350000.0
128,2020,Luxembourg,Yemen,411764.71,0.0,411764.71,EUR,0.85,350000.0,0,350000.0
129,2020,Malaysia,Yemen,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
130,2020,Malta,Yemen,33594.62,0.0,33594.62,EUR,0.89,30000.0,0,30000.0
131,2020,Netherlands,Afghanistan,4311804.0,0.0,4311804.0,EUR ,0.91,3906494.0,0,3906494.0
132,2020,Netherlands,CAR,1847735.1,0.0,1847735.1,EUR ,0.92,1701764.0,0,1701764.0
133,2020,Netherlands,DRC,10256650.0,0.0,10256650.0,EUR ,0.88,9050033.0,0,9050033.0
134,2020,Netherlands,Nigeria,4912663.76,0.0,4912663.76,EUR,0.92,4500000.0,0,4500000.0
135,2020,Netherlands,Somalia,6050848.8,0.0,6050848.8,EUR ,0.91,5508154.0,0,5508154.0
136,2020,Netherlands,South Sudan,11210196.1,0.0,11210196.1,EUR ,0.89,9964395.0,0,9964395.0
137,2020,Netherlands,Sudan,4311804.0,0.0,4311804.0,EUR ,0.91,3906494.0,0,3906494.0
138,2020,Netherlands,Syria,3711790.39,0.0,3711790.39,EUR,0.92,3400000.0,0,3400000.0
139,2020,Netherlands,Syria Cross border,13138562.57,0.0,13138562.57,EUR,0.87,11400000.0,0,11400000.0
140,2020,Netherlands,Yemen,15340581.5,0.0,15340581.5,EUR,0.85,13100000.0,0,13100000.0
141,2020,New Zealand,Ethiopia,1129100.0,0.0,1129100.0,NZD,1.55,1750105.0,0,1750105.0
142,2020,New Zealand,Myanmar,1120350.0,0.0,1120350.0,NZD,1.56,1749986.7,0,1749986.7
143,2020,New Zealand,Syria Cross border,1213200.0,0.0,1213200.0,NZD,1.65,2000566.8,0,2000566.8
144,2020,Norway,Afghanistan,1613062.16,0.0,1613062.16,NOK ,8.98,14484239.0,0,14484239.0
145,2020,Norway,DRC,1076724.2,0.0,1076724.2,NOK ,9.56,10290253.0,0,10290253.0
146,2020,Norway,Ethiopia,1046424.51,0.0,1046424.51,NOK,9.56,10000101.42,0,10000101.42
147,2020,Norway,Nigeria,2905134.87,0.0,2905134.87,NOK,9.64,27999408.97,0,27999408.97
148,2020,Norway,oPt,955257.68,0.0,955257.68,NOK,10.47,9999637.39,0,9999637.39
149,2020,Norway,Somalia,4718936.64,0.0,4718936.64,NOK ,8.98,42366725.0,0,42366725.0
150,2020,Norway,South Sudan,6438316.88,0.0,6438316.88,NOK ,9.34,60160770.0,0,60160770.0
151,2020,Norway,Sudan,2105047.85,0.0,2105047.85,NOK ,9.58,20166077.0,0,20166077.0
152,2020,Norway,Syria,7499230.6,0.0,7499230.6,NOK,10.27,77002099.8,0,77002099.8
153,2020,Norway,Syria Cross border,7990917.34,0.0,7990917.34,NOK,9.64,77000479.49,0,77000479.49
154,2020,Norway,Ukraine,791346.26,0.0,791346.26,NOK,10.11,7999898.37,0,7999898.37
155,2020,Norway,Yemen,5221237.54,0.0,5221237.54,NOK,9.58,49999467.9,0,49999467.9
156,2020,Philippines,Yemen,10000.0,0.0,10000.0,USD,1.0,10000.0,0,10000.0
157,2020,Private donations (through UNF),Afghanistan,3090.75,0.0,3090.75,USD ,1.0,3091.0,0,3091.0
158,2020,Private donations (through UNF),CAR,3332.55,0.0,3332.55,USD ,1.0,3333.0,0,3333.0
159,2020,Private donations (through UNF),DRC,20813.5,0.0,20813.5,USD ,1.0,20814.0,0,20814.0
160,2020,Private donations (through UNF),Ethiopia,9156.22,0.0,9156.22,USD,1.0,9156.22,0,9156.22
161,2020,Private donations (through UNF),Iraq,9647.62,0.0,9647.62,USD,1.0,9647.62,0,9647.62
162,2020,Private donations (through UNF),Jordan,97.5,0.0,97.5,USD,1.0,97.5,0,97.5
163,2020,Private donations (through UNF),Lebanon,312.0,0.0,312.0,USD,1.0,312.0,0,312.0
164,2020,Private donations (through UNF),Myanmar,39452.08,0.0,39452.08,USD,1.0,39452.08,0,39452.08
165,2020,Private donations (through UNF),Nigeria,6898.13,0.0,6898.13,USD,1.0,6898.13,0,6898.13
166,2020,Private donations (through UNF),oPt,3460.68,0.0,3460.68,USD,1.0,3460.68,0,3460.68
167,2020,Private donations (through UNF),Somalia,23134.81,0.0,23134.81,USD ,1.0,23135.0,0,23135.0
168,2020,Private donations (through UNF),South Sudan,17899.05,0.0,17899.05,USD ,1.0,17899.0,0,17899.0
169,2020,Private donations (through UNF),Sudan,2913.3,0.0,2913.3,USD ,1.0,2913.0,0,2913.0
170,2020,Private donations (through UNF),Syria,23973.88,0.0,23973.88,USD,1.0,23973.88,0,23973.88
171,2020,Private donations (through UNF),Syria Cross border,180.38,0.0,180.38,USD,1.0,180.38,0,180.38
172,2020,Private donations (through UNF),Ukraine,253.5,0.0,253.5,USD,1.0,253.5,0,253.5
173,2020,Private donations (through UNF),Yemen,212387.73,0.0,212387.73,USD,1.0,212387.73,0,212387.73
174,2020,PRIVATE SECTOR,Yemen,500.0,0.0,500.0,USD,1.0,500.0,0,500.0
175,2020,Qatar,Jordan,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
176,2020,Qatar,Lebanon,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
177,2020,Qatar,Nigeria,200000.0,0.0,200000.0,USD,1.0,200000.0,0,200000.0
178,2020,Qatar,Syria Cross border,2999985.0,0.0,2999985.0,USD,1.0,2999985.0,0,2999985.0
179,2020,Slovakia,Lebanon,117647.06,0.0,117647.06,EUR,0.85,100000.0,0,100000.0
180,2020,Spain,Nigeria,358422.94,0.0,358422.94,EUR,0.84,300000.0,0,300000.0
181,2020,Spain,oPt,716845.88,0.0,716845.88,EUR,0.84,600000.0,0,600000.0
182,2020,Spain,Syria,1792114.7,0.0,1792114.7,EUR,0.84,1500000.0,0,1500000.0
183,2020,Spain,Venezuela,59737.16,0.0,59737.16,EUR,0.84,50000.0,0,50000.0
184,2020,Sweden,Afghanistan,5905469.88,0.0,5905469.88,SEK ,9.48,55989760.0,0,55989760.0
185,2020,Sweden,CAR,1527276.69,0.0,1527276.69,SEK ,9.48,14480110.0,0,14480110.0
186,2020,Sweden,DRC,9942375.63,0.0,9942375.63,SEK ,9.27,92214282.0,0,92214282.0
187,2020,Sweden,Ethiopia,5010845.84,0.0,5010845.84,SEK,9.38,47001733.97,0,47001733.97
188,2020,Sweden,Iraq,1066137.41,0.0,1066137.41,SEK,9.38,10000368.93,0,10000368.93
189,2020,Sweden,Jordan,1599206.12,0.0,1599206.12,SEK,9.38,15000553.39,0,15000553.39
190,2020,Sweden,Lebanon,1599206.12,0.0,1599206.12,SEK,9.38,15000553.39,0,15000553.39
191,2020,Sweden,Myanmar,852909.93,0.0,852909.93,SEK,9.38,8000295.14,0,8000295.14
192,2020,Sweden,Nigeria,1992469.39,0.0,1992469.39,SEK,10.04,20000407.74,0,20000407.74
193,2020,Sweden,oPt,3271600.8,0.0,3271600.8,SEK,9.17,30000601.9,0,30000601.9
194,2020,Sweden,Somalia,3563645.62,0.0,3563645.62,SEK ,9.48,33786924.0,0,33786924.0
195,2020,Sweden,South Sudan,5040013.08,0.0,5040013.08,SEK ,9.48,47784364.0,0,47784364.0
196,2020,Sweden,Sudan,5600014.54,0.0,5600014.54,SEK ,9.48,53093738.0,0,53093738.0
197,2020,Sweden,Syria,4264549.65,0.0,4264549.65,SEK,9.38,40001475.72,0,40001475.72
198,2020,Sweden,Syria Cross border,9665771.05,0.0,9665771.05,SEK,9.31,90000582.22,0,90000582.22
199,2020,Sweden,Ukraine,533068.71,0.0,533068.71,SEK,9.38,5000184.47,0,5000184.47
200,2020,Sweden,Yemen,9001198.76,0.0,9001198.76,SEK,8.78,79003521.52,0,79003521.52
201,2020,Switzerland,Afghanistan,2099900.0,0.0,2099900.0,USD ,1.0,2099900.0,0,2099900.0
202,2020,Switzerland,CAR,1911853.88,0.0,1911853.88,CHF ,0.93,1787212.0,0,1787212.0
203,2020,Switzerland,Ethiopia,1631882.87,0.0,1631882.87,CHF,0.92,1500000.0,0,1500000.0
204,2020,Switzerland,Iraq,1062699.26,0.0,1062699.26,CHF,0.94,1000000.0,0,1000000.0
205,2020,Switzerland,Lebanon,1091115.59,0.0,1091115.59,CHF,0.92,1000000.0,0,1000000.0
