,Year,Donor Name,CBPF Name,Paid Amount,Pledged Amount,Total Contributions,Local Curency,Exchange Rate,Paid Amount (Local Currency),Pledged Amount (Local Currency),Total Contributions (Local Currency)
64,2018,Ireland,DRC,3675576.0,0.0,3675576.0,EUR ,0.81,2977217.0,0,2977217.0
65,2018,Ireland,Ethiopia,8970117.84,0.0,8970117.84,EUR,0.85,7630000.0,0,7630000.0
66,2018,Ireland,Iraq,2469135.8,0.0,2469135.8,EUR,0.81,2000000.0,0,2000000.0
67,2018,Ireland,Jordan,1851851.85,0.0,1851851.85,EUR,0.81,1500000.0,0,1500000.0
68,2018,Ireland,Lebanon,2415458.94,0.0,2415458.94,EUR,0.83,2000000.0,0,2000000.0
69,2018,Ireland,Nigeria,2285714.29,0.0,2285714.29,EUR,0.87,2000000.0,0,2000000.0
70,2018,Ireland,oPt,341296.93,0.0,341296.93,EUR,0.88,300000.0,0,300000.0
71,2018,Ireland,Somalia,3635376.0,0.0,3635376.0,EUR ,0.81,2944655.0,0,2944655.0
72,2018,Ireland,South Sudan,4802852.0,0.0,4802852.0,EUR ,0.82,3946349.0,0,3946349.0
73,2018,Ireland,Sudan,3635376.0,0.0,3635376.0,EUR ,0.81,2944655.0,0,2944655.0
74,2018,Ireland,Syria Cross border,3086419.75,0.0,3086419.75,EUR,0.81,2500000.0,0,2500000.0
75,2018,Ireland,Yemen,6075928.03,0.0,6075928.03,EUR,0.82,5000000.0,0,5000000.0
76,2018,Italy,Jordan,585480.09,0.0,585480.09,EUR,0.85,500000.0,0,500000.0
77,2018,Italy,oPt,568181.82,0.0,568181.82,EUR,0.88,500000.0,0,500000.0
78,2018,Italy,Syria Cross border,1706484.64,0.0,1706484.64,EUR,0.88,1500000.0,0,1500000.0
79,2018,Jersey,Syria,705218.62,0.0,705218.62,GBP,0.71,500000.0,0,500000.0
80,2018,"Korea, Republic of",Afghanistan,1000000.0,0.0,1000000.0,USD ,1.0,1000000.0,0,1000000.0
81,2018,"Korea, Republic of",CAR,200000.0,0.0,200000.0,USD ,1.0,200000.0,0,200000.0
82,2018,"Korea, Republic of",DRC,500000.0,0.0,500000.0,USD ,1.0,500000.0,0,500000.0
83,2018,"Korea, Republic of",Ethiopia,300000.0,0.0,300000.0,USD,1.0,300000.0,0,300000.0
84,2018,"Korea, Republic of",Nigeria,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
85,2018,"Korea, Republic of",Somalia,500000.0,0.0,500000.0,USD ,1.0,500000.0,0,500000.0
86,2018,"Korea, Republic of",South Sudan,800000.0,0.0,800000.0,USD ,1.0,800000.0,0,800000.0
87,2018,"Korea, Republic of",Yemen,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
88,2018,Kuwait,Syria,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
89,2018,Kuwait,Yemen,5000000.0,0.0,5000000.0,USD,1.0,5000000.0,0,5000000.0
90,2018,Lithuania,Yemen,24691.36,0.0,24691.36,EUR,0.81,20000.0,0,20000.0
91,2018,Luxembourg,CAR,370535.1,0.0,370535.1,EUR ,0.81,300133.0,0,300133.0
92,2018,Luxembourg,DRC,370535.1,0.0,370535.1,EUR ,0.81,300133.0,0,300133.0
93,2018,Luxembourg,Iraq,370370.37,0.0,370370.37,EUR,0.81,300000.0,0,300000.0
94,2018,Luxembourg,Myanmar,370370.37,0.0,370370.37,EUR,0.81,300000.0,0,300000.0
95,2018,Luxembourg,Nigeria,370370.37,0.0,370370.37,EUR,0.81,300000.0,0,300000.0
96,2018,Luxembourg,South Sudan,370535.1,0.0,370535.1,EUR ,0.81,300133.0,0,300133.0
97,2018,Luxembourg,Syria,370370.37,0.0,370370.37,EUR,0.81,300000.0,0,300000.0
98,2018,Luxembourg,Yemen,370370.37,0.0,370370.37,EUR,0.81,300000.0,0,300000.0
99,2018,Malaysia,Iraq,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
100,2018,Malta,Myanmar,31055.9,0.0,31055.9,EUR,0.81,25000.0,0,25000.0
101,2018,Malta,Yemen,34722.22,0.0,34722.22,EUR,0.86,30000.0,0,30000.0
102,2018,Montenegro,Yemen,12345.68,0.0,12345.68,EUR,0.81,10000.0,0,10000.0
103,2018,Netherlands,DRC,8250200.0,0.0,8250200.0,EUR ,0.86,7103422.0,0,7103422.0
104,2018,Netherlands,Iraq,8254716.98,0.0,8254716.98,EUR,0.85,7000000.0,0,7000000.0
105,2018,Netherlands,Nigeria,8254716.98,0.0,8254716.98,EUR,0.85,7000000.0,0,7000000.0
106,2018,Netherlands,Somalia,4697600.0,0.0,4697600.0,EUR ,0.86,4058726.0,0,4058726.0
107,2018,Netherlands,South Sudan,12472100.0,0.0,12472100.0,EUR ,0.88,10926742.0,0,10926742.0
108,2018,Netherlands,Syria,6038647.34,0.0,6038647.34,EUR,0.83,5000000.0,0,5000000.0
109,2018,Netherlands,Syria Cross border,14302059.5,0.0,14302059.5,EUR,0.84,12000000.0,0,12000000.0
110,2018,Netherlands,Yemen,18966842.33,0.0,18966842.33,EUR,0.84,16000000.0,0,16000000.0
111,2018,New Zealand,Myanmar,686598.98,0.0,686598.98,NZD,1.46,999688.11,0,999688.11
112,2018,Norway,Afghanistan,2163811.66,0.0,2163811.66,NOK ,8.34,18050517.0,0,18050517.0
113,2018,Norway,DRC,2088085.04,0.0,2088085.04,NOK ,8.1,16903127.0,0,16903127.0
114,2018,Norway,Nigeria,2790962.28,0.0,2790962.28,NOK,8.24,23000067.27,0,23000067.27
115,2018,Norway,oPt,7174971.93,0.0,7174971.93,NOK,8.36,60002604.13,0,60002604.13
116,2018,Norway,Somalia,5230808.42,0.0,5230808.42,NOK ,8.0,41836204.0,0,41836204.0
117,2018,Norway,South Sudan,9918121.53,0.0,9918121.53,NOK ,8.38,83076020.0,0,83076020.0
118,2018,Norway,Sudan,1234680.34,0.0,1234680.34,NOK ,8.21,10140430.0,0,10140430.0
119,2018,Norway,Syria,5173465.14,0.0,5173465.14,NOK,8.12,42001310.99,0,42001310.99
120,2018,Norway,Syria Cross border,5876509.52,0.0,5876509.52,NOK,8.17,48001348.94,0,48001348.94
121,2018,Norway,Yemen,4320200.43,0.0,4320200.43,NOK,8.1,35001010.44,0,35001010.44
122,2018,Philippines,Yemen,10000.0,0.0,10000.0,USD,1.0,10000.0,0,10000.0
123,2018,Portugal,Yemen,165136.41,0.0,165136.41,USD,1.0,165136.41,0,165136.41
124,2018,Private donations (through UNF),Afghanistan,2339.03,0.0,2339.03,USD ,1.0,2339.0,0,2339.0
125,2018,Private donations (through UNF),CAR,10823.48,0.0,10823.48,USD ,1.0,10823.0,0,10823.0
126,2018,Private donations (through UNF),DRC,887.25,0.0,887.25,USD ,1.0,887.0,0,887.0
127,2018,Private donations (through UNF),Somalia,100158.68,0.0,100158.68,USD ,1.0,100159.0,0,100159.0
128,2018,Private donations (through UNF),South Sudan,142709.94,0.0,142709.94,USD ,1.0,142710.0,0,142710.0
129,2018,Private donations (through UNF),Sudan,3491.24,0.0,3491.24,USD ,1.0,3491.0,0,3491.0
130,2018,Qatar,Afghanistan,999960.0,0.0,999960.0,USD ,1.0,999960.0,0,999960.0
131,2018,Qatar,Iraq,999991.1,0.0,999991.1,USD,1.0,999991.1,0,999991.1
132,2018,Qatar,Lebanon,499995.55,0.0,499995.55,USD,1.0,499995.55,0,499995.55
133,2018,Qatar,Syria,499995.55,0.0,499995.55,USD,1.0,499995.55,0,499995.55
134,2018,Qatar,Yemen,472899.79,0.0,472899.79,USD,1.0,472899.79,0,472899.79
135,2018,Saudi Arabia,Yemen,25000000.0,0.0,25000000.0,USD,1.0,25000000.0,0,25000000.0
136,2018,Spain,oPt,707547.17,0.0,707547.17,EUR,0.85,600000.0,0,600000.0
137,2018,Spain,Syria,1179245.28,0.0,1179245.28,EUR,0.85,1000000.0,0,1000000.0
138,2018,Spain,Yemen,589622.64,0.0,589622.64,EUR,0.85,500000.0,0,500000.0
139,2018,Sweden,Afghanistan,12196080.57,0.0,12196080.57,SEK ,8.32,101459288.0,0,101459288.0
140,2018,Sweden,CAR,1482102.37,0.0,1482102.37,SEK ,7.88,11678967.0,0,11678967.0
141,2018,Sweden,DRC,12160621.2,0.0,12160621.2,SEK ,8.04,97827482.0,0,97827482.0
142,2018,Sweden,Ethiopia,6674819.02,0.0,6674819.02,SEK,8.24,54998496.74,0,54998496.74
143,2018,Sweden,Iraq,1893890.96,0.0,1893890.96,SEK,7.92,14999616.43,0,14999616.43
144,2018,Sweden,Jordan,3314696.99,0.0,3314696.99,SEK,8.15,26999275.68,0,26999275.68
145,2018,Sweden,Lebanon,1893890.96,0.0,1893890.96,SEK,7.92,14999616.43,0,14999616.43
146,2018,Sweden,Myanmar,1262593.98,0.0,1262593.98,SEK,7.92,9999744.29,0,9999744.29
147,2018,Sweden,Nigeria,2525187.95,0.0,2525187.95,SEK,7.92,19999488.58,0,19999488.58
148,2018,Sweden,oPt,3576133.06,0.0,3576133.06,SEK,8.39,29999807.05,0,29999807.05
149,2018,Sweden,Pakistan,2903966.14,0.0,2903966.14,SEK,7.92,22999411.86,0,22999411.86
150,2018,Sweden,Somalia,9782771.47,0.0,9782771.47,SEK ,8.52,83394587.0,0,83394587.0
151,2018,Sweden,South Sudan,9487464.13,0.0,9487464.13,SEK ,8.3,78715327.0,0,78715327.0
152,2018,Sweden,Sudan,7039986.24,0.0,7039986.24,SEK ,7.88,55475092.0,0,55475092.0
153,2018,Sweden,Syria,3201909.98,0.0,3201909.98,SEK,8.12,25999306.1,0,25999306.1
154,2018,Sweden,Syria Cross border,3945993.98,0.0,3945993.98,SEK,8.11,31999147.82,0,31999147.82
155,2018,Sweden,Yemen,10118652.11,0.0,10118652.11,SEK,8.4,84999580.91,0,84999580.91
156,2018,Switzerland,Afghanistan,1119930.0,0.0,1119930.0,USD ,1.0,1119930.0,0,1119930.0
157,2018,Switzerland,CAR,1511182.75,0.0,1511182.75,CHF ,0.99,1497582.0,0,1497582.0
158,2018,Switzerland,Ethiopia,1511597.39,0.0,1511597.39,CHF,0.99,1500000.0,0,1500000.0
159,2018,Switzerland,Lebanon,501504.51,0.0,501504.51,CHF,1.0,500000.0,0,500000.0
160,2018,Switzerland,Myanmar,202020.2,0.0,202020.2,CHF,0.99,200000.0,0,200000.0
161,2018,Switzerland,Nigeria,1518218.62,0.0,1518218.62,CHF,0.99,1500000.0,0,1500000.0
162,2018,Switzerland,oPt,3014111.04,0.0,3014111.04,CHF,1.0,3000000.0,0,3000000.0
163,2018,Switzerland,Somalia,1529473.23,0.0,1529473.23,CHF ,0.97,1477663.0,0,1477663.0
164,2018,Switzerland,South Sudan,1810736.13,0.0,1810736.13,CHF ,0.98,1781265.0,0,1781265.0
165,2018,Switzerland,Sudan,994332.31,0.0,994332.31,CHF ,1.0,997315.0,0,997315.0
166,2018,Switzerland,Syria,1015228.43,0.0,1015228.43,CHF,0.98,1000000.0,0,1000000.0
167,2018,Switzerland,Syria Cross border,2526858.7,0.0,2526858.7,CHF,0.99,2500000.0,0,2500000.0
168,2018,Switzerland,Yemen,3544189.77,0.0,3544189.77,CHF,0.99,3500000.0,0,3500000.0
169,2018,United Arab Emirates,Yemen,25000000.0,0.0,25000000.0,USD,1.0,25000000.0,0,25000000.0
170,2018,United Kingdom,Afghanistan,24011950.0,0.0,24011950.0,GBP ,0.77,18539504.0,0,18539504.0
171,2018,United Kingdom,CAR,8354890.0,0.0,8354890.0,GBP ,0.76,6326759.0,0,6326759.0
172,2018,United Kingdom,DRC,36518818.5,0.0,36518818.5,GBP ,0.78,28452623.0,0,28452623.0
173,2018,United Kingdom,Ethiopia,25512640.01,0.0,25512640.01,GBP,0.75,19200000.0,0,19200000.0
174,2018,United Kingdom,Iraq,17170379.45,0.0,17170379.45,GBP,0.77,13200000.0,0,13200000.0
175,2018,United Kingdom,Myanmar,3342245.99,0.0,3342245.99,GBP,0.75,2500000.0,0,2500000.0
176,2018,United Kingdom,Pakistan,4078167.9,0.0,4078167.9,GBP,0.74,3000000.0,0,3000000.0
177,2018,United Kingdom,Somalia,6441980.0,0.0,6441980.0,GBP ,0.77,4951454.0,0,4951454.0
178,2018,United Kingdom,South Sudan,16846050.0,0.0,16846050.0,GBP ,0.77,13036574.0,0,13036574.0
179,2018,United Kingdom,Sudan,23319400.0,0.0,23319400.0,GBP ,0.76,17724135.0,0,17724135.0
180,2018,United Kingdom,Syria,1278772.38,0.0,1278772.38,GBP,0.78,1000000.0,0,1000000.0
181,2018,United Kingdom,Syria Cross border,44771663.96,0.0,44771663.96,GBP,0.78,35000000.0,0,35000000.0
182,2018,United Kingdom,Yemen,39186129.0,0.0,39186129.0,GBP,0.77,30000000.0,0,30000000.0
183,2018,United States,Ethiopia,14750000.0,0.0,14750000.0,USD,1.0,14750000.0,0,14750000.0
184,2018,United States,Iraq,10000000.0,0.0,10000000.0,USD,1.0,10000000.0,0,10000000.0
185,2018,United States,Myanmar,4250000.0,0.0,4250000.0,USD,1.0,4250000.0,0,4250000.0
186,2018,United States,Yemen,5000000.0,0.0,5000000.0,USD,1.0,5000000.0,0,5000000.0
0,2019,Australia,Afghanistan,3593985.62,0.0,3593985.62,AUD ,1.42,5117836.0,0,5117836.0
1,2019,Australia,Myanmar,3538018.69,0.0,3538018.69,AUD,1.41,4999872.5,0,4999872.5
2,2019,Australia,Somalia,5289228.98,0.0,5289228.98,AUD ,1.4,7423428.0,0,7423428.0
3,2019,Australia,South Sudan,2839592.9,0.0,2839592.9,AUD ,1.39,3949874.0,0,3949874.0
4,2019,Azerbaijan,Yemen,20000.0,0.0,20000.0,USD,1.0,20000.0,0,20000.0
5,2019,Belgium,CAR,2251000.0,0.0,2251000.0,EUR ,0.88,1980880.0,0,1980880.0
6,2019,Belgium,DRC,6168071.0,0.0,6168071.0,EUR ,0.89,5484549.0,0,5484549.0
7,2019,Belgium,Iraq,4545454.55,0.0,4545454.55,EUR,0.88,4000000.0,0,4000000.0
8,2019,Belgium,Jordan,1136363.64,0.0,1136363.64,EUR,0.88,1000000.0,0,1000000.0
9,2019,Belgium,Lebanon,1704545.45,0.0,1704545.45,EUR,0.88,1500000.0,0,1500000.0
10,2019,Belgium,Nigeria,3409090.91,0.0,3409090.91,EUR,0.88,3000000.0,0,3000000.0
11,2019,Belgium,oPt,3977272.73,0.0,3977272.73,EUR,0.88,3500000.0,0,3500000.0
12,2019,Belgium,South Sudan,3376500.0,0.0,3376500.0,EUR ,0.88,2971320.0,0,2971320.0
13,2019,Belgium,Syria,7954545.45,0.0,7954545.45,EUR,0.88,7000000.0,0,7000000.0
14,2019,Belgium,Syria Cross border,7954545.45,0.0,7954545.45,EUR,0.88,7000000.0,0,7000000.0
15,2019,Belgium,Yemen,5681818.18,0.0,5681818.18,EUR,0.88,5000000.0,0,5000000.0
16,2019,Canada,Afghanistan,757182.27,0.0,757182.27,CAD ,1.34,1012789.0,0,1012789.0
17,2019,Canada,CAR,762266.0,0.0,762266.0,CAD ,1.35,1028297.0,0,1028297.0
18,2019,Canada,DRC,2850712.68,0.0,2850712.68,CAD ,1.34,3814254.0,0,3814254.0
19,2019,Canada,Ethiopia,745291.44,0.0,745291.44,CAD,1.34,1000181.11,0,1000181.11
20,2019,Canada,Iraq,377210.45,0.0,377210.45,CAD,1.33,500181.06,0,500181.06
21,2019,Canada,Myanmar,743658.08,0.0,743658.08,CAD,1.35,1000220.12,0,1000220.12
22,2019,Canada,Pakistan,453733.55,0.0,453733.55,CAD,1.32,599835.75,0,599835.75
23,2019,Canada,Somalia,1442460.26,0.0,1442460.26,CAD ,1.35,1942994.0,0,1942994.0
24,2019,Canada,South Sudan,764906.11,0.0,764906.11,CAD ,1.31,1003557.0,0,1003557.0
25,2019,Canada,Syria,3752924.39,0.0,3752924.39,CAD,1.33,5000720.03,0,5000720.03
26,2019,Canada,Syria Cross border,1879910.35,0.0,1879910.35,CAD,1.33,2500246.28,0,2500246.28
27,2019,Canada,Yemen,5250119.36,0.0,5250119.36,CAD,1.33,6998409.11,0,6998409.11
28,2019,Cyprus,Yemen,56818.18,0.0,56818.18,EUR,0.88,50000.0,0,50000.0
29,2019,Czech Republic,Ethiopia,430607.59,0.0,430607.59,CZK,23.22,10000000.06,0,10000000.06
30,2019,Denmark,Afghanistan,5224094.24,0.0,5224094.24,DKK ,6.73,35132034.0,0,35132034.0
31,2019,Denmark,CAR,3043167.33,0.0,3043167.33,DKK ,6.5,19789717.0,0,19789717.0
32,2019,Denmark,Ethiopia,4143635.32,0.0,4143635.32,DKK,6.76,27998543.86,0,27998543.86
33,2019,Denmark,Lebanon,1517344.8,0.0,1517344.8,DKK,6.59,9999302.23,0,9999302.23
34,2019,Denmark,oPt,2204320.14,0.0,2204320.14,DKK,6.8,15000398.55,0,15000398.55
35,2019,Denmark,Somalia,7191743.86,0.0,7191743.86,DKK ,6.63,47688894.0,0,47688894.0
36,2019,Denmark,South Sudan,3815570.58,0.0,3815570.58,DKK ,6.5,24812655.0,0,24812655.0
37,2019,Denmark,Syria,5310669.27,0.0,5310669.27,DKK,6.59,35002621.16,0,35002621.16
38,2019,Denmark,Syria Cross border,3744245.99,0.0,3744245.99,DKK,6.68,25000330.48,0,25000330.48
39,2019,Denmark,Yemen,9746209.42,0.0,9746209.42,DKK,6.67,65002187.09,0,65002187.09
40,2019,Estonia,Ukraine,56882.82,0.0,56882.82,EUR,0.88,50000.0,0,50000.0
41,2019,France,Syria Cross border,11479397.94,0.0,11479397.94,EUR,0.89,10270000.0,0,10270000.0
42,2019,Germany,Afghanistan,3222746.1,0.0,3222746.1,EUR ,0.9,2904721.0,0,2904721.0
43,2019,Germany,CAR,5599500.0,0.0,5599500.0,EUR ,0.9,5022752.0,0,5022752.0
44,2019,Germany,DRC,11217000.0,0.0,11217000.0,EUR ,0.9,10084083.0,0,10084083.0
45,2019,Germany,Ethiopia,11273957.16,0.0,11273957.16,EUR,0.89,10000000.0,0,10000000.0
46,2019,Germany,Iraq,1137656.43,0.0,1137656.43,EUR,0.88,1000000.0,0,1000000.0
47,2019,Germany,Jordan,2200220.02,0.0,2200220.02,EUR,0.91,2000000.0,0,2000000.0
48,2019,Germany,Lebanon,2750275.03,0.0,2750275.03,EUR,0.91,2500000.0,0,2500000.0
49,2019,Germany,Myanmar,1668524.71,0.0,1668524.71,EUR,0.9,1500000.0,0,1500000.0
50,2019,Germany,Nigeria,6825938.57,0.0,6825938.57,EUR,0.88,6000000.0,0,6000000.0
51,2019,Germany,oPt,12471409.54,0.0,12471409.54,EUR,0.9,11230838.3,0,11230838.3
52,2019,Germany,Somalia,13460552.0,0.0,13460552.0,EUR ,0.89,11988096.0,0,11988096.0
53,2019,Germany,South Sudan,14618350.0,0.0,14618350.0,EUR ,0.89,12960409.0,0,12960409.0
54,2019,Germany,Sudan,3337905.0,0.0,3337905.0,EUR ,0.91,3050845.0,0,3050845.0
55,2019,Germany,Syria,2229654.4,0.0,2229654.4,EUR,0.9,2000000.0,0,2000000.0
56,2019,Germany,Syria Cross border,29754608.19,0.0,29754608.19,EUR,0.9,26661075.0,0,26661075.0
57,2019,Germany,Ukraine,2779709.41,0.0,2779709.41,EUR,0.9,2500000.0,0,2500000.0
58,2019,Germany,Yemen,42142876.5,0.0,42142876.5,EUR,0.9,37830000.0,0,37830000.0
59,2019,Iceland,Lebanon,198838.78,0.0,198838.78,ISK,125.73,24999999.81,0,24999999.81
60,2019,Iceland,Syria,198838.78,0.0,198838.78,ISK,125.73,24999999.81,0,24999999.81
61,2019,Ireland,CAR,3366576.0,0.0,3366576.0,EUR ,0.88,2959220.0,0,2959220.0
62,2019,Ireland,DRC,3381876.0,0.0,3381876.0,EUR ,0.88,2976051.0,0,2976051.0
63,2019,Ireland,Ethiopia,3373511.27,0.0,3373511.27,EUR,0.9,3030000.0,0,3030000.0
64,2019,Ireland,Iraq,1137656.43,0.0,1137656.43,EUR,0.88,1000000.0,0,1000000.0
65,2019,Ireland,Jordan,561167.23,0.0,561167.23,EUR,0.89,500000.0,0,500000.0
66,2019,Ireland,Lebanon,2244668.91,0.0,2244668.91,EUR,0.89,2000000.0,0,2000000.0
67,2019,Ireland,Nigeria,1136363.64,0.0,1136363.64,EUR,0.88,1000000.0,0,1000000.0
68,2019,Ireland,oPt,330033.0,0.0,330033.0,EUR,0.91,300000.0,0,300000.0
69,2019,Ireland,Somalia,3378576.0,0.0,3378576.0,EUR ,0.88,2969768.0,0,2969768.0
70,2019,Ireland,South Sudan,4504776.0,0.0,4504776.0,EUR ,0.88,3959698.0,0,3959698.0
71,2019,Ireland,Sudan,3439221.0,0.0,3439221.0,EUR ,0.88,3024349.0,0,3024349.0
72,2019,Ireland,Syria Cross border,2805836.14,0.0,2805836.14,EUR,0.89,2500000.0,0,2500000.0
73,2019,Ireland,Yemen,5688282.14,0.0,5688282.14,EUR,0.88,5000000.0,0,5000000.0
74,2019,Italy,Ethiopia,551267.92,0.0,551267.92,EUR,0.91,500000.0,0,500000.0
75,2019,Italy,Iraq,550055.01,0.0,550055.01,EUR,0.91,500000.0,0,500000.0
76,2019,Italy,Jordan,550055.01,0.0,550055.01,EUR,0.91,500000.0,0,500000.0
77,2019,Italy,Lebanon,1100110.01,0.0,1100110.01,EUR,0.91,1000000.0,0,1000000.0
78,2019,Italy,oPt,550055.01,0.0,550055.01,EUR,0.91,500000.0,0,500000.0
79,2019,Italy,Syria,2197802.2,0.0,2197802.2,EUR,0.91,2000000.0,0,2000000.0
80,2019,Japan,Syria,400000.0,0.0,400000.0,USD,1.0,400000.0,0,400000.0
81,2019,Jersey,CAR,578006.8,0.0,578006.8,GBP ,0.78,452987.0,0,452987.0
82,2019,Jersey,Syria,451280.78,0.0,451280.78,GBP,0.78,350000.0,0,350000.0
83,2019,Jersey,Yemen,515630.84,0.0,515630.84,GBP,0.78,400000.0,0,400000.0
84,2019,"Korea, Republic of",Afghanistan,1000000.0,0.0,1000000.0,USD ,1.0,1000000.0,0,1000000.0
85,2019,"Korea, Republic of",CAR,200000.0,0.0,200000.0,USD ,1.0,200000.0,0,200000.0
86,2019,"Korea, Republic of",Ethiopia,200000.0,0.0,200000.0,USD,1.0,200000.0,0,200000.0
87,2019,"Korea, Republic of",Nigeria,500000.0,0.0,500000.0,USD,1.0,500000.0,0,500000.0
88,2019,"Korea, Republic of",Somalia,200000.0,0.0,200000.0,USD ,1.0,200000.0,0,200000.0
89,2019,"Korea, Republic of",South Sudan,500000.0,0.0,500000.0,USD ,1.0,500000.0,0,500000.0
90,2019,"Korea, Republic of",Sudan,800000.0,0.0,800000.0,USD ,1.0,800000.0,0,800000.0
91,2019,"Korea, Republic of",Syria,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
92,2019,"Korea, Republic of",Syria Cross border,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
93,2019,"Korea, Republic of",Ukraine,400000.0,0.0,400000.0,USD,1.0,400000.0,0,400000.0
94,2019,"Korea, Republic of",Yemen,2000000.0,0.0,2000000.0,USD,1.0,2000000.0,0,2000000.0
95,2019,Kuwait,Yemen,2000000.0,0.0,2000000.0,USD,1.0,2000000.0,0,2000000.0
96,2019,Lithuania,Ukraine,109409.19,0.0,109409.19,EUR,0.91,100000.0,0,100000.0
97,2019,Lithuania,Yemen,22753.13,0.0,22753.13,EUR,0.88,20000.0,0,20000.0
98,2019,Luxembourg,CAR,397727.27,0.0,397727.27,EUR ,0.88,350000.0,0,350000.0
99,2019,Luxembourg,DRC,397727.27,0.0,397727.27,EUR ,0.88,350000.0,0,350000.0
100,2019,Luxembourg,Iraq,397727.27,0.0,397727.27,EUR,0.88,350000.0,0,350000.0
101,2019,Luxembourg,Myanmar,397727.27,0.0,397727.27,EUR,0.88,350000.0,0,350000.0
102,2019,Luxembourg,Nigeria,397727.27,0.0,397727.27,EUR,0.88,350000.0,0,350000.0
103,2019,Luxembourg,South Sudan,397727.27,0.0,397727.27,EUR ,0.88,350000.0,0,350000.0
104,2019,Luxembourg,Syria,397727.27,0.0,397727.27,EUR,0.88,350000.0,0,350000.0
105,2019,Luxembourg,Ukraine,388888.89,0.0,388888.89,EUR,0.9,350000.0,0,350000.0
106,2019,Luxembourg,Yemen,397727.27,0.0,397727.27,EUR,0.88,350000.0,0,350000.0
107,2019,Malaysia,Ethiopia,10000.0,0.0,10000.0,USD,1.0,10000.0,0,10000.0
108,2019,Malaysia,Iraq,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
109,2019,Malaysia,Nigeria,10000.0,0.0,10000.0,USD,1.0,10000.0,0,10000.0
110,2019,Malaysia,Yemen,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
111,2019,Malta,Yemen,54945.05,0.0,54945.05,EUR,0.91,50000.0,0,50000.0
112,2019,Monaco,Yemen,113765.64,0.0,113765.64,EUR,0.88,100000.0,0,100000.0
113,2019,Netherlands,DRC,7793443.0,0.0,7793443.0,EUR ,0.91,7084240.0,0,7084240.0
114,2019,Netherlands,Iraq,5574136.01,0.0,5574136.01,EUR,0.9,5000000.0,0,5000000.0
115,2019,Netherlands,Nigeria,5574136.01,0.0,5574136.01,EUR,0.9,5000000.0,0,5000000.0
116,2019,Netherlands,Somalia,6786000.0,0.0,6786000.0,EUR ,0.9,6100614.0,0,6100614.0
117,2019,Netherlands,South Sudan,7793443.0,0.0,7793443.0,EUR ,0.91,7084240.0,0,7084240.0
118,2019,Netherlands,Sudan,2226698.0,0.0,2226698.0,EUR ,0.91,2024068.0,0,2024068.0
119,2019,Netherlands,Syria,5406911.93,0.0,5406911.93,EUR,0.9,4850000.0,0,4850000.0
120,2019,Netherlands,Syria Cross border,8593037.4,0.0,8593037.4,EUR,0.89,7650000.0,0,7650000.0
121,2019,Netherlands,Yemen,12922333.7,0.0,12922333.7,EUR,0.9,11600000.0,0,11600000.0
122,2019,New Zealand,Ethiopia,1283250.74,0.0,1283250.74,NZD,1.56,2000587.9,0,2000587.9
123,2019,New Zealand,Myanmar,962438.06,0.0,962438.06,NZD,1.56,1500440.94,0,1500440.94
124,2019,Norway,Afghanistan,1539570.21,0.0,1539570.21,NOK ,8.75,13476947.0,0,13476947.0
125,2019,Norway,DRC,1009709.3,0.0,1009709.3,NOK ,9.08,9165131.0,0,9165131.0
126,2019,Norway,Nigeria,3917101.96,0.0,3917101.96,NOK,8.94,35001342.1,0,35001342.1
127,2019,Norway,oPt,1086524.16,0.0,1086524.16,NOK,9.2,10000368.33,0,10000368.33
128,2019,Norway,Somalia,5569084.6,0.0,5569084.6,NOK ,8.92,49688853.0,0,49688853.0
129,2019,Norway,South Sudan,7939619.69,0.0,7939619.69,NOK ,8.67,68827286.0,0,68827286.0
130,2019,Norway,Sudan,575996.87,0.0,575996.87,NOK ,8.76,5042853.0,0,5042853.0
131,2019,Norway,Syria,9796758.42,0.0,9796758.42,NOK,8.88,86998592.38,0,86998592.38
132,2019,Norway,Syria Cross border,8652901.22,0.0,8652901.22,NOK,8.9,76998992.73,0,76998992.73
133,2019,Norway,Ukraine,722156.84,0.0,722156.84,NOK,9.0,6500088.16,0,6500088.16
134,2019,Norway,Yemen,3685037.68,0.0,3685037.68,NOK,8.68,31999283.13,0,31999283.13
135,2019,Philippines,Yemen,10000.0,0.0,10000.0,USD,1.0,10000.0,0,10000.0
136,2019,Poland,Ukraine,516184.88,0.0,516184.88,PLN,3.88,2000216.41,0,2000216.41
137,2019,Qatar,Afghanistan,999960.0,0.0,999960.0,USD ,1.0,999960.0,0,999960.0
138,2019,Qatar,Iraq,999994.0,0.0,999994.0,USD,1.0,999994.0,0,999994.0
139,2019,Qatar,Lebanon,499997.0,0.0,499997.0,USD,1.0,499997.0,0,499997.0
