"conflict_id","dyad_id","org","side_a_name","side_a_name_fulltext","side_a_name_mothertongue","side_a_id","side_a_components","side_a_2nd","gwno_a_2nd","side_b_name","side_b_name_fulltext","side_b_name_mothertongue","side_b_id","side_b_components","side_b_2nd","gwno_b_2nd","start_date","start_prec","start_date2","start_prec2","ep_end","ep_end_date","ep_end_prec","year","best_fatality_estimate","low_fatality_estimate","high_fatality_estimate","location","gwno_location","region","version"
"11897","12635","1","Amigos dos Amigos","Amigos dos Amigos","Amigos dos Amigos/Friends of Friends","4416","","","","Comando Vermelho","Red Command","Comando Vermelho","772","","","","1999-09-03","1","2004-11-22","1","1","2004-12-29","2","2004","51","51","51","Brazil","140","5","22.1"
"11897","12635","1","Amigos dos Amigos","Amigos dos Amigos","Amigos dos Amigos/Friends of Friends","4416","","","","Comando Vermelho","Red Command","Comando Vermelho","772","","","","1999-09-03","1","2009-10-24","3","1","2009-10-24","3","2009","40","40","45","Brazil","140","5","22.1"
"11906","12654","1","Barriga gang","Barriga gang","n/a","4431","","","","Sujeirinha gang","Sujeirinha gang","n/a","4432","","","","1997-05-09","1","1999-12-13","1","1","1999-12-31","3","1999","32","32","32","Brazil","140","5","22.1"
"11934","12693","1","Comando Vermelho","Red Command","Comando Vermelho","772","","","","Terceiro Comando Puro","Terceiro Comando Puro","Terceiro Comando Puro","4462","","","","2004-07-14","1","2011-09-05","5","1","2011-09-05","5","2011","31","31","31","Brazil","140","5","22.1"
"11936","12696","3","Borana","Borana","Borana","591","","","","Burji, Gabra","Burji, Gabra","Burji, Gabra","4463","609, 592","","","2013-07-15","1","2013-12-06","1","1","2013-12-08","1","2013","39","39","174","Kenya","501","4","22.1"
"11940","12701","1","Autodefensas Unidas de Michoacán","Autodefensas Unidas de Michoacán","Autodefensas Unidas de Michoacán","4475","","","","Los Caballeros Templarios","The Knights Templar","Los Caballeros Templarios","1150","","","","2013-04-28","1","2013-10-27","1","1","2013-11-16","1","2013","38","35","48","Mexico","70","5","22.1"
"11942","12703","3","Al-Maraziq","Al-Maraziq","n/a","4478","","","","Al-Saida","Al-Saida","n/a","4477","","","","2003-12-31","5","2004-12-03","3","1","2004-12-03","3","2004","28","28","30","Yemen (North Yemen)","678","2","22.1"
"11949","12712","1","Gulf Cartel - Ramirez Treviño faction","Gulf Cartel - Ramirez Treviño faction","Cártel del Golfo - Ramirez Treviño faction","4486","","","","Gulf Cartel - Villareal faction","Gulf Cartel - Villareal faction","Cártel del Golfo - Villareal faction","4487","","","","2013-03-10","1","2013-03-10","1","1","2013-03-10","1","2013","35","2","50","Mexico","70","5","22.1"
"11955","12718","1","La Mochomera","La Mochomera","La Mochomera","4492","","","","Sinaloa Cartel","Sinaloa Cartel","Cártel de Sinaloa","775","","","","2013-04-21","2","2013-08-10","3","1","2013-09-08","1","2013","27","27","27","Mexico","70","5","22.1"
"11993","12766","1","Okaida","Okaida","Okaida","4537","","","","Estados Unidos","Estados Unidos","Estados Unidos","4536","","","","2011-10-31","3","2012-12-31","5","1","2012-12-31","5","2012","259","259","259","Brazil","140","5","22.1"
"12994","13767","1","IS, Jabhat Fateh al-Sham","Front for the Conquest of the Levant, Islamic State","al-Dawla al-Islamiyya, Jabhat Fateh al-Sham","5540","234, 1170","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","","","2013-01-25","1","2013-07-18","2","0","","","2013","181","174","230","Syria, Turkey","640, 652","2","22.1"
"12994","13767","1","IS, Jabhat Fateh al-Sham","Front for the Conquest of the Levant, Islamic State","al-Dawla al-Islamiyya, Jabhat Fateh al-Sham","5540","234, 1170","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","","","2013-01-25","1","2013-07-18","2","1","2014-02-28","1","2014","33","32","33","Syria","652","2","22.1"
"13013","13792","1","Jabhat al-Akrad, PYD","Democratic Union Party, Kurdish Front","Cebhet El-Ekrad, Partiya Yekîtiya Demokrat","5558","5541, 4163","","","IS, Jabhat Fateh al-Sham","Front for the Conquest of the Levant, Islamic State","al-Dawla al-Islamiyya, Jabhat Fateh al-Sham","5540","234, 1170","","","2013-07-20","1","2013-07-22","1","1","2013-07-28","1","2013","32","29","46","Syria","652","2","22.1"
"13014","13793","1","al-Tawhid Brigade","Unity Brigade","Liwa al-Tawhid","3232","","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","","","2013-04-24","1","2013-06-06","3","1","2013-06-25","1","2013","49","37","62","Syria","652","2","22.1"
"13017","13796","1","Ahfad al Rasoul Brigade, Ahrar al-Sham, IS, Islamic Kurdish Front, Jabhat Fateh al-Sham","Ahfad al Rasoul Brigade, Front for the Conquest of the Levant, Islamic Kurdish Front, Islamic State, The Islamic Movement of Ahrar al-Sham","Islamic Kurdish Front, Ahfad al Rasoul Brigade, al-Dawla al-Islamiyya, Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham","5565","234, 5563, 5554, 5564, 1170","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","","","2013-05-26","1","2013-07-16","1","1","2013-08-03","1","2013","103","80","105","Syria","652","2","22.1"
"13019","13798","1","Ahrar al-Sham, al-Tawhid Brigade, IS, Jabhat Fateh al-Sham","Front for the Conquest of the Levant, Islamic State, The Islamic Movement of Ahrar al-Sham, Unity Brigade","al-Dawla al-Islamiyya, Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Liwa al-Tawhid","5567","234, 5554, 3232, 1170","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","","","2013-07-10","1","2013-08-02","1","1","2013-11-23","1","2013","342","321","369","Syria","652","2","22.1"
"13022","13801","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","Government of United States of America","2","2013-09-30","1","2014-02-02","1","0","","","2014","2344","2259","2537","Syria","652","2","22.1"
"13022","13801","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","PYD","Democratic Union Party","Partiya Yekîtiya Demokrat","4163","","Government of United States of America","2","2013-09-30","1","2014-02-02","1","1","2015-10-08","1","2015","537","535","549","Syria","652","2","22.1"
"13033","13812","1","Ahfad al Rasoul Brigade","Ahfad al Rasoul Brigade","Ahfad al Rasoul Brigade","5563","","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2013-06-03","2","2013-10-15","1","1","2013-10-15","1","2013","25","25","92","Syria","652","2","22.1"
"13034","13813","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Jabhat Fateh al-Sham","Front for the Conquest of the Levant","Jabhat Fateh al-Sham","1170","","","","2013-09-21","1","2014-03-26","1","0","","","2014","97","77","119","Syria","652","2","22.1"
"13034","13813","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Jabhat Fateh al-Sham","Front for the Conquest of the Levant","Jabhat Fateh al-Sham","1170","","","","2013-09-21","1","2014-03-26","1","0","","","2015","64","64","288","Syria","652","2","22.1"
"13034","13813","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Jabhat Fateh al-Sham","Front for the Conquest of the Levant","Jabhat Fateh al-Sham","1170","","","","2013-09-21","1","2014-03-26","1","1","2016-11-07","1","2016","104","104","134","Lebanon, Syria","652, 660","2","22.1"
"13079","13869","1","AUC","United Self-Defence forces of Colombia","Autodefensas Unidas de Colombia","771","","","","ELN, FARC","National Liberation Army, Revolutionary Armed Forces of Colombia","Ejército de Liberación Nacional, Fuerzas armadas revolucionarias colombianas","5631","744, 743","","","2000-01-06","1","2000-09-16","1","0","","","2000","28","28","28","Colombia","100","5","22.1"
"13079","13869","1","AUC","United Self-Defence forces of Colombia","Autodefensas Unidas de Colombia","771","","","","ELN, FARC","National Liberation Army, Revolutionary Armed Forces of Colombia","Ejército de Liberación Nacional, Fuerzas armadas revolucionarias colombianas","5631","744, 743","","","2000-01-06","1","2000-09-16","1","1","2001-12-25","1","2001","66","66","66","Colombia","100","5","22.1"
"13096","13899","1","Hamas","Islamic Resistance Movement","Harakat al-Muqawarna al-Islamiyya","209","","","","Jund Ansar Allah","Jund Ansar Allah","Jund Ansar Allah","5667","","","","2009-08-15","2","2009-08-15","2","1","2009-08-15","2","2009","28","28","28","Israel","666","2","22.1"
"13167","14009","3","Fulani","Fulani","Fulani","607","","","","Jukun","Jukun","Jukun","950","","","","2014-04-15","1","2014-09-14","1","0","","","2014","77","77","94","Nigeria","475","4","22.1"
"13167","14009","3","Fulani","Fulani","Fulani","607","","","","Jukun","Jukun","Jukun","950","","","","2014-04-15","1","2014-09-14","1","1","2015-06-17","1","2015","27","27","35","Nigeria","475","4","22.1"
"13191","14036","2","Supporters of APC","Supporters of All Progressives Congress","Supporters of All Progressives Congress","5787","","","","Supporters of PDP","Supporters of People's Democratic Party","n/a","668","","","","2014-06-20","1","2015-04-14","1","1","2015-11-08","1","2015","39","39","45","Nigeria","475","4","22.1"
"13191","14036","2","Supporters of APC","Supporters of All Progressives Congress","Supporters of All Progressives Congress","5787","","","","Supporters of PDP","Supporters of People's Democratic Party","n/a","668","","","","2014-06-20","1","2019-03-09","1","1","2019-11-18","1","2019","32","32","40","Nigeria","475","4","22.1"
"13194","14041","1","FDC","Defence Front of the Congo","Front de la défense du Congo","1136","","","","Groupe de Sécurité (Nyatura Kasongo)","Security Group","Groupe de Sécurité","4314","","","","2014-02-13","5","2014-02-13","5","1","2014-02-13","5","2014","70","70","70","DR Congo (Zaire)","490","4","22.1"
"13196","14044","3","Bani Hilal","Bani Hilal","n/a","5792","","","","Nubian Dabudiya","Nubian Dabudiya","n/a","5793","","","","2014-04-03","1","2014-04-06","1","1","2014-06-26","1","2014","28","28","28","Egypt","651","2","22.1"
"13202","14053","3","Awlad Suleiman","Awlad Suleiman","Awlad Suleiman","4371","","","","Toubou","Toubou","Toubou","3998","","","","2014-01-10","1","2014-01-12","2","1","2014-06-01","1","2014","34","34","40","Libya","620","4","22.1"
"13202","14053","3","Awlad Suleiman","Awlad Suleiman","Awlad Suleiman","4371","","","","Toubou","Toubou","Toubou","3998","","","","2014-01-10","1","2018-03-11","1","1","2018-04-02","1","2018","28","28","37","Libya","620","4","22.1"
"13204","14061","1","Benghazi Revolutionaries Shura Council","Benghazi Revolutionaries Shura Council","Majlis Shura Thuwar Benghazi","4369","","","","Forces of the House of Representatives","Forces of the House of Representatives","n/a","5802","","","","2014-10-16","2","2014-10-16","2","0","","","2014","513","513","513","Libya","620","4","22.1"
"13204","14061","1","Benghazi Revolutionaries Shura Council","Benghazi Revolutionaries Shura Council","Majlis Shura Thuwar Benghazi","4369","","","","Forces of the House of Representatives","Forces of the House of Representatives","n/a","5802","","","","2014-10-16","2","2014-10-16","2","0","","","2015","428","418","430","Libya","620","4","22.1"
"13204","14061","1","Benghazi Revolutionaries Shura Council","Benghazi Revolutionaries Shura Council","Majlis Shura Thuwar Benghazi","4369","","","","Forces of the House of Representatives","Forces of the House of Representatives","n/a","5802","","","","2014-10-16","2","2014-10-16","2","0","","","2016","230","230","287","Libya","620","4","22.1"
"13204","14061","1","Benghazi Revolutionaries Shura Council","Benghazi Revolutionaries Shura Council","Majlis Shura Thuwar Benghazi","4369","","","","Forces of the House of Representatives","Forces of the House of Representatives","n/a","5802","","","","2014-10-16","2","2014-10-16","2","1","2017-12-31","5","2017","378","377","480","Libya","620","4","22.1"
"13221","14088","1","Raia Mutomboki - Bravo","Raia Mutomboki - Bravo","Raïa Mutomboki - Bravo","5821","","","","Raia Mutomboki - Makombo","Raia Mutomboki - Makombo","Raia Mutomboki - Makombo","5822","","","","2014-10-29","3","2014-10-29","3","1","2014-10-29","3","2014","30","30","30","DR Congo (Zaire)","490","4","22.1"
"13225","14092","3","Baluba","Baluba","Baluba","4383","","","","Batwa","Batwa","Batwa","2398","","","","2014-03-23","3","2016-10-18","2","0","","","2016","508","81","859","DR Congo (Zaire)","490","4","22.1"
"13225","14092","3","Baluba","Baluba","Baluba","4383","","","","Batwa","Batwa","Batwa","2398","","","","2014-03-23","3","2016-10-18","2","1","2017-12-29","1","2017","358","355","362","DR Congo (Zaire)","490","4","22.1"
"13225","14092","3","Baluba","Baluba","Baluba","4383","","","","Batwa","Batwa","Batwa","2398","","","","2014-03-23","3","2020-06-16","5","1","2020-12-21","1","2020","77","75","78","DR Congo (Zaire)","490","4","22.1"
"13240","14113","2","Supporters of independence for Eastern Ukraine","Supporters of independence for Eastern Ukraine","Supporters of independence for Eastern Ukraine","5837","","","","Supporters of Ukrainian unity","Supporters of Ukrainian unity","Supporters of Ukrainian unity","5836","","","","2014-05-02","1","2014-05-02","1","1","2014-05-02","1","2014","45","45","45","Ukraine","369","1","22.1"
"13263","14147","1","TTP-KM","Taleban Movement of Pakistan - Khalid Mehsud faction","Tehrik-i-Taliban Pakistan - Khalid Mehsud faction","5864","","","","TTP-SM","Taleban Movement of Pakistan - Shehryar Mehsud faction","Tehrik-i-Taliban Pakistan - Shehryar Mehsud faction","5865","","","","2014-04-06","1","2014-04-08","1","1","2014-06-18","1","2014","128","128","128","Pakistan","770","3","22.1"
"13265","14152","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","JRTN","Army of the Men of the Naqshbandi Order","Jaysh Rijāl at-Tarīqa an-Naqshabandiya","4359","","","","2014-06-02","1","2014-06-20","1","1","2014-07-04","1","2014","64","64","64","Iraq","645","2","22.1"
"13325","14237","1","Hezbollah","Party of God","Hezbollah","366","","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2014-01-02","1","2015-06-19","1","1","2015-11-12","1","2015","75","75","116","Lebanon","660","2","22.1"
"13332","14251","1","Libya Dawn","Libya Dawn","n/a","5861","","","","Zintan Military Council","Zintan Military Council","n/a","5940","","","","2014-07-13","1","2014-07-20","1","1","2014-08-19","1","2014","196","196","196","Libya","620","4","22.1"
"13361","14287","3","Hutu","Hutu","Hutu","915","","","","Nande","Nande","Banande","2397","","","","1996-05-10","1","2016-08-17","1","1","2016-12-22","2","2016","45","45","45","DR Congo (Zaire)","490","4","22.1"
"13361","14287","3","Hutu","Hutu","Hutu","915","","","","Nande","Nande","Banande","2397","","","","1996-05-10","1","2020-10-31","2","1","2020-10-31","2","2020","28","28","28","DR Congo (Zaire)","490","4","22.1"
"13362","14288","3","Bafulero","Bafulero","Bafulero","3441","","","","Banyamulenge, Barundi","Banyamulenge, Barundi","Banyamulenge, Barundi","5976","3060, 1196","","","2013-08-15","1","2014-06-06","1","1","2014-06-06","1","2014","39","39","39","DR Congo (Zaire)","490","4","22.1"
"13384","14318","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2014-10-09","1","2014-12-19","1","0","","","2014","34","34","34","Central African Republic","482","4","22.1"
"13384","14318","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2014-10-09","1","2014-12-19","1","0","","","2015","164","164","188","Central African Republic","482","4","22.1"
"13384","14318","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2014-10-09","1","2014-12-19","1","0","","","2016","33","33","33","Central African Republic","482","4","22.1"
"13384","14318","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2014-10-09","1","2014-12-19","1","0","","","2017","392","342","468","Central African Republic","482","4","22.1"
"13384","14318","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2014-10-09","1","2014-12-19","1","0","","","2018","178","178","180","Central African Republic","482","4","22.1"
"13384","14318","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2014-10-09","1","2014-12-19","1","1","2019-10-03","1","2019","65","65","145","Central African Republic","482","4","22.1"
