region,country,dyad_name,latitude,longitude,qty_conf,death_total,deaths_civilians
Asia,Afghanistan,Government of Afghanistan - Taleban,30.95761,66.43049,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,30.959629,61.862839,2,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,30.987916,66.169753,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.0,62.5,4,15,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.0,64.0,38,258,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.0,65.75,30,116,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.00568,66.4002,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.1308,64.211029,1,4,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.1838,66.4369,1,4,4
Asia,Afghanistan,Government of Afghanistan - Taleban,31.220671,65.749792,1,3,3
Asia,Afghanistan,Government of Afghanistan - Taleban,31.270823,64.091336,7,172,6
Asia,Afghanistan,Government of Afghanistan - Taleban,31.318392,65.958992,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.324291,64.204856,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.33099,66.57729,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.3538,66.191,1,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.4004,65.6865,1,2,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.409491,62.461924,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.447533,67.253177,2,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.4478,62.69,2,10,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.507982,62.700962,1,9,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.508591,64.327995,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.516612,65.17174,1,4,4
Asia,Afghanistan,Government of Afghanistan - Taleban,31.516938,64.207883,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.519681,66.552678,2,3,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.521994,64.118492,3,27,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.528296,65.011299,3,10,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.5296,62.7884,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.53468,64.240222,2,5,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.555282,64.876951,8,146,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.564428,64.55774,3,67,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.5785,65.465,1,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.579996,64.377396,23,542,49
Asia,Afghanistan,Government of Afghanistan - Taleban,31.580997,65.049393,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.5819,64.99308,12,85,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.583123,65.643074,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.600697,64.33329,7,85,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.609194,64.214294,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.609444,64.408055,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.611409,64.469957,1,0,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.611795,65.705795,11,13,3
Asia,Afghanistan,Government of Afghanistan - Taleban,31.625941,63.861445,32,519,17
Asia,Afghanistan,Government of Afghanistan - Taleban,31.640454,65.397591,3,13,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.6489,64.46996,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.6497,64.4079,2,45,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.65019,64.634895,1,14,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.655,64.3303,5,48,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.668196,64.353821,6,87,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.674995,64.3088,6,134,1
Asia,Afghanistan,Government of Afghanistan - Taleban,31.6909,64.6499,4,27,3
Asia,Afghanistan,Government of Afghanistan - Taleban,31.6938,64.2693,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.6943,67.3007,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.718695,64.673286,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.723999,64.697098,1,30,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.724611,61.320915,2,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.7337,64.2734,1,34,8
Asia,Afghanistan,Government of Afghanistan - Taleban,31.7394,64.371,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.749897,62.940045,4,28,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.750267,64.500487,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.752098,64.711296,1,15,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.756763,65.647486,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.76239,67.358994,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.7774,66.0336,1,4,4
Asia,Afghanistan,Government of Afghanistan - Taleban,31.782155,65.748475,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.7868,64.5183,1,11,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.7872,64.512,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.788546,64.680084,2,21,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.82004,64.570518,1,16,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.822957,67.76969,2,8,2
Asia,Afghanistan,Government of Afghanistan - Taleban,31.829363,64.608526,18,286,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.83052,64.58823,2,30,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.838022,65.463882,1,0,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.905279,67.647263,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.906198,68.313666,1,46,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.908849,66.520153,1,4,4
Asia,Afghanistan,Government of Afghanistan - Taleban,31.91288,64.729637,1,17,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.918721,67.151789,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.934378,68.834517,2,34,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.9518,66.02809,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.961893,63.132504,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.984,63.266,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,31.984894,67.053391,1,2,2
Asia,Afghanistan,Government of Afghanistan - Taleban,32.005213,65.500902,7,67,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.022251,66.973323,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.043898,65.195661,5,25,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.062057,69.038612,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.064884,64.833084,1,10,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.0677,64.6549,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.068359,66.87738,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.072639,64.830841,2,53,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.079122,65.989895,3,50,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.080455,66.007358,12,94,2
Asia,Afghanistan,Government of Afghanistan - Taleban,32.080736,67.227398,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.0886,64.8733,1,16,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.09891,65.16559,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,32.10368,66.905121,3,9,5
Asia,Afghanistan,Government of Afghanistan - Taleban,32.105492,66.066994,2,6,2
Asia,Afghanistan,Government of Afghanistan - Taleban,32.1068,61.8799,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.120374,64.994325,10,116,5
Asia,Afghanistan,Government of Afghanistan - Taleban,32.127098,65.925095,2,32,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.160885,65.379562,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.16669,65.92699,1,7,1
Asia,Afghanistan,Government of Afghanistan - Taleban,32.170359,63.379117,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.1726,66.9949,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.174,66.5131,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.178461,66.508063,3,9,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.19298,65.9884,1,7,7
Asia,Afghanistan,Government of Afghanistan - Taleban,32.1986,66.1019,6,51,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.21683,62.88273,4,16,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.217008,67.567827,1,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.226402,68.235413,1,6,6
Asia,Afghanistan,Government of Afghanistan - Taleban,32.233052,66.111742,2,28,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.2393,62.9457,2,21,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.25,67.25,18,70,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.2824,65.5356,2,16,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.2869,61.46708,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.3039,65.7425,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.3171,65.5335,2,17,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.326913,67.897543,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.3361,62.0671,1,7,1
Asia,Afghanistan,Government of Afghanistan - Taleban,32.358438,67.282844,1,4,4
Asia,Afghanistan,Government of Afghanistan - Taleban,32.369505,66.882755,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.373795,62.1157,8,94,6
Asia,Afghanistan,Government of Afghanistan - Taleban,32.3776,62.0431,2,40,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.378207,66.335951,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.381923,65.703852,3,19,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.381958,62.015236,1,7,1
Asia,Afghanistan,Government of Afghanistan - Taleban,32.38938,66.05132,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.389617,68.945449,3,20,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.3922,62.0672,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.39709,62.066,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.416667,68.75,17,103,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.465816,64.737566,3,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.468709,64.47606,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.4747,62.2018,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.48,65.4975,2,20,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.48418,65.038714,2,18,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.489324,62.065236,3,113,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.4915,62.2442,3,32,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.493212,69.216998,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.495924,67.394208,4,13,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.5,62.5,12,110,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.503494,62.310207,2,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.511956,66.987372,7,35,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.5216,67.4156,2,5,1
Asia,Afghanistan,Government of Afghanistan - Taleban,32.5475,68.8762,1,3,3
Asia,Afghanistan,Government of Afghanistan - Taleban,32.563758,68.131147,4,25,2
Asia,Afghanistan,Government of Afghanistan - Taleban,32.584696,65.465693,13,120,31
Asia,Afghanistan,Government of Afghanistan - Taleban,32.585598,62.187607,3,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.5868,65.388695,1,18,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.620495,65.821892,1,18,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.6221,62.4597,2,27,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.622501,65.457451,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.62675,65.873313,13,360,5
Asia,Afghanistan,Government of Afghanistan - Taleban,32.627753,65.663059,2,15,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.630096,62.480503,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.634,65.8866,3,32,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.635,62.5385,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.6368,65.8573,2,42,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.638,65.9356,1,15,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.641293,65.897064,1,17,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.6453,65.9385,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.649433,68.129145,1,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.6501,65.4858,1,27,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.6579,68.2159,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.679049,65.912087,1,15,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.68563,66.19195,2,11,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.713324,69.27614,2,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.7161,65.8968,1,0,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.716667,67.633333,7,60,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.726923,67.636964,1,0,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.745007,67.708778,1,6,6
Asia,Afghanistan,Government of Afghanistan - Taleban,32.7451,67.7176,2,14,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.7506,62.5883,2,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.755167,62.073124,3,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.7595,67.7208,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.771851,62.753066,9,66,3
Asia,Afghanistan,Government of Afghanistan - Taleban,32.777615,67.619148,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.777748,67.786476,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.83333,66.0,32,144,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.849796,68.094589,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.88363,68.06357,8,78,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.892281,67.963036,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.901829,68.795097,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.912,68.8704,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.920909,65.474153,4,72,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.92962,66.2608,8,81,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.9361,68.6491,1,7,6
Asia,Afghanistan,Government of Afghanistan - Taleban,32.9382,65.5743,1,28,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.945127,67.783463,3,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.9472,65.5984,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.953197,65.531036,1,0,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.962261,67.939949,1,16,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.97518,69.192429,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,32.975216,69.395751,1,24,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.977394,65.480988,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,32.993061,67.963852,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.0,65.0,63,865,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.003377,61.869972,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.012288,61.252023,2,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.049312,68.641275,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.0512,68.6495,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.0542,68.0145,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.060666,69.034297,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.063712,68.344562,10,212,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.115795,62.135105,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.1198,69.4405,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.124269,66.765914,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.139363,67.958796,2,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.151671,63.842516,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.15664,69.491204,4,95,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.1578,69.3075,1,28,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.158342,69.327506,2,25,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.192284,62.164119,4,61,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.1953,69.4705,1,9,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.206394,62.191006,1,3,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.2087,62.1661,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.220631,67.996501,4,40,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.2321,68.4179,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.240272,62.217169,1,3,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.244188,62.359647,7,166,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.255196,68.411095,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,33.280453,69.596843,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.2816,68.4323,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.290993,68.399498,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.295409,68.888253,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.298,68.8434,1,2,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.302944,62.1474,2,5,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.305843,68.446963,18,183,5
Asia,Afghanistan,Government of Afghanistan - Taleban,33.33333,67.75,30,127,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.335091,69.918411,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.347897,68.421799,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.348492,68.357399,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.359596,70.078491,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.364304,62.340816,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.383334,69.883334,5,20,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.383675,70.190835,1,3,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.387493,68.318489,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.414025,68.207658,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.4232,69.041565,3,38,17
Asia,Afghanistan,Government of Afghanistan - Taleban,33.423992,68.418793,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.4333,69.033302,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.438091,68.4422,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.449997,68.384987,1,42,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.461875,70.217228,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.4619,68.5362,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.46719,68.466988,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.47016,68.48284,1,9,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.472932,68.657758,10,126,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.4757,69.0403,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.476038,69.798312,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.4805,68.6837,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.494,68.5916,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.4982,68.9614,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.504192,68.37709,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.505592,69.139694,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.517979,64.420868,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.519596,68.442696,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.521789,68.048701,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.530101,70.076616,1,1,1
Asia,Afghanistan,Government of Afghanistan - Taleban,33.531792,69.048592,2,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.534106,68.440374,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.538132,68.471581,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.5419,69.7346,1,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.543516,69.9118,4,7,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.549999,68.416702,7,120,8
Asia,Afghanistan,Government of Afghanistan - Taleban,33.552097,68.375694,1,13,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.572292,68.289354,2,14,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.5813,68.4519,2,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.589444,69.665383,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.589794,69.232445,2,4,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.590465,65.089241,9,72,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.60806,68.23228,1,23,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.6115,68.1827,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.639659,62.255512,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.640774,70.078882,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.655,68.5723,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.655357,69.786578,7,248,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.666667,69.33333,16,55,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.675469,68.421723,1,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.678715,68.666712,1,19,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.6895,64.8557,4,28,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.703791,62.001952,3,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.7088,70.0637,1,13,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.712446,69.479727,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.738055,68.543611,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.744499,69.459,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.75,66.25,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.752,69.4499,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.771667,69.383889,1,10,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.773795,69.339813,2,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.78112,69.48634,1,3,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.7959,68.9414,1,8,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.800186,68.929932,1,4,1
Asia,Afghanistan,Government of Afghanistan - Taleban,33.801994,69.092285,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.80595,69.808775,5,44,10
Asia,Afghanistan,Government of Afghanistan - Taleban,33.81524,69.633808,1,30,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.816745,68.918396,5,9,3
Asia,Afghanistan,Government of Afghanistan - Taleban,33.818192,69.634598,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.81853,68.91507,1,2,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.841,69.6208,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.846326,63.285302,2,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.8566,68.7387,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.889397,68.942596,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.904587,68.668884,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.929385,68.659797,7,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.929854,68.886195,7,35,1
Asia,Afghanistan,Government of Afghanistan - Taleban,33.938496,68.92009,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.942451,69.712029,1,2,2
Asia,Afghanistan,Government of Afghanistan - Taleban,33.945396,68.890991,1,3,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.9588,69.4494,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.962196,68.998795,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.962494,69.325691,2,6,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.962692,69.067802,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.968151,68.946121,1,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.977946,69.674448,1,30,0
Asia,Afghanistan,Government of Afghanistan - Taleban,33.995289,69.02274,10,29,1
Asia,Afghanistan,Government of Afghanistan - Taleban,34.0,65.0,7,26,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.0,69.25,8,25,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.001077,69.276851,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.0308,69.466,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.038332,62.044272,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.056919,70.661263,6,33,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.05941,68.705132,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.068394,70.76297,2,4,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.072598,61.560408,1,5,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.0765,68.9783,2,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.0789,68.5178,1,1,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.087763,70.280585,2,21,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.08799,69.086502,1,2,2
Asia,Afghanistan,Government of Afghanistan - Taleban,34.088452,70.443818,1,7,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.094189,68.555885,1,2,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.108103,68.493604,4,12,0
Asia,Afghanistan,Government of Afghanistan - Taleban,34.109043,69.624499,1,5,5
