region,country,dyad_name,latitude,longitude,qty_conf,death_total,deaths_civilians
Middle East,Syria,Fatah Halab - SDF,36.513306,36.863656,1,4,0
Middle East,Syria,Fatah Halab - SDF,36.521944,37.041111,1,5,0
Middle East,Syria,Fatah Halab - SDF,36.52484,37.07789,2,3,0
Middle East,Syria,Fatah Halab - SDF,36.585896,37.04565,1,1,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - IS",36.473333,37.097222,1,4,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",35.996011,37.002453,1,1,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.201241,37.161173,28,135,48
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.25,37.616667,2,4,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.476922,37.518625,1,24,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.479023,37.145742,1,1,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.513306,36.863656,2,2,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.52484,37.07789,1,17,0
Middle East,Syria,"Fatah Halab, Jabhat Fateh al-Sham - SDF",36.585896,37.04565,2,8,0
Middle East,Syria,Government of Iraq - IS,34.42401,38.6458,1,38,0
Middle East,Syria,Government of Iraq - IS,34.45,40.918611,4,15,11
Middle East,Syria,Government of Iraq - IS,34.531622,39.474435,1,1,0
Middle East,Syria,Government of Iraq - IS,34.618056,40.454722,1,2,2
Middle East,Syria,Government of Iraq - IS,34.64892,40.90975,1,1,0
Middle East,Syria,Government of Iraq - IS,35.0,38.0,2,9,1
Middle East,Syria,Government of Iraq - IS,35.0025,40.5117,1,3,0
Middle East,Syria,Government of Iraq - IS,35.02089,40.453455,1,2,0
Middle East,Syria,Government of Iraq - IS,35.155556,40.425833,1,6,2
Middle East,Syria,Government of Iraq - IS,35.17,41.01,1,1,0
Middle East,Syria,Government of Iraq - IS,35.256571,40.114747,1,90,0
Middle East,Syria,Government of Iraq - IS,35.8367,38.5481,4,13,4
Middle East,Syria,Government of Iraq - IS,35.93,40.37,1,16,0
Middle East,Syria,Government of Iraq - IS,35.952829,39.007879,19,53,12
Middle East,Syria,Government of Iraq - IS,35.972719,39.039485,1,8,0
Middle East,Syria,Government of Iraq - IS,36.057579,36.853282,1,10,8
Middle East,Syria,Government of Iraq - IS,36.181111,39.0175,1,2,0
Middle East,Syria,Government of Iraq - IS,36.513306,36.863656,1,2,0
Middle East,Syria,Government of Iraq - IS,36.615556,37.160278,1,5,5
Middle East,Syria,Government of Israel - Hezbollah,33.513364,36.291575,1,1,0
Middle East,Syria,Government of Jordan - IS,35.0,38.0,1,0,0
Middle East,Syria,Government of Syria - Civilians,33.3341,38.620497,1,8,8
Middle East,Syria,Government of Syria - Civilians,33.3751,36.11287,1,0,0
Middle East,Syria,Government of Syria - Civilians,35.01127,37.05324,1,3,3
Middle East,Syria,Government of Syria - Civilians,35.233333,37.2,1,1,1
Middle East,Syria,Government of Syria - Civilians,35.531683,35.790106,1,1,1
Middle East,Syria,Government of Syria - Civilians,35.600278,36.178611,1,3,3
Middle East,Syria,Government of Syria - Civilians,36.1481,36.94775,1,21,21
Middle East,Syria,Government of Syria - Civilians,36.201241,37.161173,4,78,78
Middle East,Syria,Government of Syria - Civilians,36.201667,36.711389,1,20,20
Middle East,Syria,Government of Syria - IS,32.61889,36.10213,1,0,0
Middle East,Syria,Government of Syria - IS,32.76667,36.85,4,9,0
Middle East,Syria,Government of Syria - IS,32.80591,35.85137,1,1,0
Middle East,Syria,Government of Syria - IS,32.85778,35.91056,1,2,0
Middle East,Syria,Government of Syria - IS,32.91685,36.77468,1,5,0
Middle East,Syria,Government of Syria - IS,32.919096,36.761749,2,4,0
Middle East,Syria,Government of Syria - IS,32.960555,36.766388,1,1,0
Middle East,Syria,Government of Syria - IS,32.991111,36.583056,1,4,0
Middle East,Syria,Government of Syria - IS,33.002994,36.710446,3,11,0
Middle East,Syria,Government of Syria - IS,33.007601,36.739378,3,6,0
Middle East,Syria,Government of Syria - IS,33.079444,36.468611,2,7,0
Middle East,Syria,Government of Syria - IS,33.088611,36.6211,1,4,0
Middle East,Syria,Government of Syria - IS,33.11443,36.73159,1,2,0
Middle East,Syria,Government of Syria - IS,33.4209,36.93505,1,2,0
Middle East,Syria,Government of Syria - IS,33.446314,36.338065,9,252,139
Middle East,Syria,Government of Syria - IS,33.46397,36.32075,1,0,0
Middle East,Syria,Government of Syria - IS,33.48464,36.60839,1,1,0
Middle East,Syria,Government of Syria - IS,33.489518,38.656978,1,0,0
Middle East,Syria,Government of Syria - IS,33.5,37.383333,1,1,0
Middle East,Syria,Government of Syria - IS,33.513364,36.291575,6,11,3
Middle East,Syria,Government of Syria - IS,33.58561,36.48597,2,9,0
Middle East,Syria,Government of Syria - IS,33.609722,36.748889,2,6,0
Middle East,Syria,Government of Syria - IS,33.641944,36.692778,8,82,12
Middle East,Syria,Government of Syria - IS,33.72,36.89,2,9,0
Middle East,Syria,Government of Syria - IS,33.8,36.433333,1,2,0
Middle East,Syria,Government of Syria - IS,34.043757,37.083515,1,2,0
Middle East,Syria,Government of Syria - IS,34.06276,37.21175,3,12,0
Middle East,Syria,Government of Syria - IS,34.08006,36.659151,1,4,0
Middle East,Syria,Government of Syria - IS,34.132531,36.568482,1,2,0
Middle East,Syria,Government of Syria - IS,34.1527,36.74152,1,1,0
Middle East,Syria,Government of Syria - IS,34.225642,38.018168,1,11,11
Middle East,Syria,Government of Syria - IS,34.22956,37.24066,55,165,0
Middle East,Syria,Government of Syria - IS,34.23136,37.61651,2,6,0
Middle East,Syria,Government of Syria - IS,34.24168,37.05843,12,21,2
Middle East,Syria,Government of Syria - IS,34.25755,36.7713,1,2,0
Middle East,Syria,Government of Syria - IS,34.26971,37.07694,3,10,0
Middle East,Syria,Government of Syria - IS,34.373487,37.605438,3,12,0
Middle East,Syria,Government of Syria - IS,34.37428,38.298167,1,9,0
Middle East,Syria,Government of Syria - IS,34.42401,38.6458,12,28,0
Middle East,Syria,Government of Syria - IS,34.45,40.918611,8,10,8
Middle East,Syria,Government of Syria - IS,34.466667,38.3,10,38,0
Middle East,Syria,Government of Syria - IS,34.4775,38.169722,1,4,0
Middle East,Syria,Government of Syria - IS,34.48,39.09,4,6,1
Middle East,Syria,Government of Syria - IS,34.51924,37.505456,3,23,0
Middle East,Syria,Government of Syria - IS,34.5225,37.629722,12,61,0
Middle East,Syria,Government of Syria - IS,34.5225,38.531667,1,4,0
Middle East,Syria,Government of Syria - IS,34.528056,38.733333,3,37,0
Middle East,Syria,Government of Syria - IS,34.53366,40.95819,1,0,0
Middle East,Syria,Government of Syria - IS,34.562222,38.213611,7,39,0
Middle East,Syria,Government of Syria - IS,34.5624,38.28402,78,513,46
Middle East,Syria,Government of Syria - IS,34.594722,38.244444,1,53,0
Middle East,Syria,Government of Syria - IS,34.600009,38.333359,2,6,0
Middle East,Syria,Government of Syria - IS,34.602778,38.411667,12,47,0
Middle East,Syria,Government of Syria - IS,34.612584,38.28804,1,2,0
Middle East,Syria,Government of Syria - IS,34.650556,37.998611,11,40,5
Middle East,Syria,Government of Syria - IS,34.661103,37.760186,9,43,0
Middle East,Syria,Government of Syria - IS,34.67,38.66,8,52,26
Middle East,Syria,Government of Syria - IS,34.677778,38.593611,6,22,0
Middle East,Syria,Government of Syria - IS,34.688746,40.831558,3,15,12
Middle East,Syria,Government of Syria - IS,34.708055,38.789167,1,4,4
Middle East,Syria,Government of Syria - IS,34.72189,36.59161,1,2,1
Middle East,Syria,Government of Syria - IS,34.726818,36.723391,5,107,55
Middle East,Syria,Government of Syria - IS,34.74056,37.17004,1,4,0
Middle East,Syria,Government of Syria - IS,34.75682,37.37099,1,4,0
Middle East,Syria,Government of Syria - IS,34.77233,37.27883,1,4,0
Middle East,Syria,Government of Syria - IS,34.780624,40.721539,1,1,0
Middle East,Syria,Government of Syria - IS,34.786958,37.534456,1,4,0
Middle East,Syria,Government of Syria - IS,34.81032,36.544738,1,1,1
Middle East,Syria,Government of Syria - IS,34.81197,37.30562,2,5,0
Middle East,Syria,Government of Syria - IS,34.8139,40.706,2,2,0
Middle East,Syria,Government of Syria - IS,34.824883,40.673989,3,7,7
Middle East,Syria,Government of Syria - IS,34.829167,40.699444,1,1,0
Middle East,Syria,Government of Syria - IS,34.83166,37.68359,8,36,0
Middle East,Syria,Government of Syria - IS,34.834507,37.321413,14,87,2
Middle East,Syria,Government of Syria - IS,34.849167,37.796667,3,12,0
Middle East,Syria,Government of Syria - IS,34.856496,40.304136,2,4,0
Middle East,Syria,Government of Syria - IS,34.856944,37.306389,2,6,0
Middle East,Syria,Government of Syria - IS,34.863333,37.333889,1,4,0
Middle East,Syria,Government of Syria - IS,34.8846,38.87491,18,55,27
Middle East,Syria,Government of Syria - IS,34.88902,35.88659,2,51,20
Middle East,Syria,Government of Syria - IS,34.8894,37.93,20,111,0
Middle East,Syria,Government of Syria - IS,34.894444,38.281667,1,3,3
Middle East,Syria,Government of Syria - IS,34.9,37.94,5,20,0
Middle East,Syria,Government of Syria - IS,34.913056,37.255278,1,1,0
Middle East,Syria,Government of Syria - IS,34.92133,40.56007,4,33,32
Middle East,Syria,Government of Syria - IS,34.926532,36.732381,1,15,15
Middle East,Syria,Government of Syria - IS,34.934014,37.313484,3,8,0
Middle East,Syria,Government of Syria - IS,34.936389,36.456944,2,6,0
Middle East,Syria,Government of Syria - IS,34.95629,40.54139,4,106,90
Middle East,Syria,Government of Syria - IS,34.96956,39.237506,1,4,4
Middle East,Syria,Government of Syria - IS,34.97,39.55,1,4,0
Middle East,Syria,Government of Syria - IS,34.972222,39.079722,1,1,1
Middle East,Syria,Government of Syria - IS,34.97839,40.54149,1,5,5
Middle East,Syria,Government of Syria - IS,34.98099,37.20096,1,4,0
Middle East,Syria,Government of Syria - IS,34.993333,37.241944,1,4,0
Middle East,Syria,Government of Syria - IS,35.0,38.0,4,4061,3
Middle East,Syria,Government of Syria - IS,35.00102,37.40955,1,2,2
Middle East,Syria,Government of Syria - IS,35.0025,40.5117,2,7,7
Middle East,Syria,Government of Syria - IS,35.00995,37.22447,4,50,0
Middle East,Syria,Government of Syria - IS,35.01127,37.05324,9,69,0
Middle East,Syria,Government of Syria - IS,35.0176,36.75,1,4,0
Middle East,Syria,Government of Syria - IS,35.01957,37.00286,1,0,0
Middle East,Syria,Government of Syria - IS,35.02089,40.453455,15,66,61
Middle East,Syria,Government of Syria - IS,35.025217,37.423039,2,4,4
Middle East,Syria,Government of Syria - IS,35.0431,37.46442,4,70,17
Middle East,Syria,Government of Syria - IS,35.04754,40.4897,1,1,0
Middle East,Syria,Government of Syria - IS,35.055953,40.417025,3,6,6
Middle East,Syria,Government of Syria - IS,35.07212,37.32655,1,3,3
Middle East,Syria,Government of Syria - IS,35.086496,40.452324,4,27,20
Middle East,Syria,Government of Syria - IS,35.088954,38.915973,1,5,5
Middle East,Syria,Government of Syria - IS,35.106845,37.209307,1,2,0
Middle East,Syria,Government of Syria - IS,35.12003,40.40713,1,4,4
Middle East,Syria,Government of Syria - IS,35.131227,37.274706,4,16,0
Middle East,Syria,Government of Syria - IS,35.14398,37.59235,1,2,0
Middle East,Syria,Government of Syria - IS,35.155556,40.425833,5,15,14
Middle East,Syria,Government of Syria - IS,35.166667,40.283333,46,104,12
Middle East,Syria,Government of Syria - IS,35.17703,40.37456,1,1,1
Middle East,Syria,Government of Syria - IS,35.1772,39.84573,1,2,2
Middle East,Syria,Government of Syria - IS,35.192649,38.856437,1,7,7
Middle East,Syria,Government of Syria - IS,35.194856,40.380291,13,80,73
Middle East,Syria,Government of Syria - IS,35.199852,40.481196,1,5,5
Middle East,Syria,Government of Syria - IS,35.20925,37.31868,1,4,0
Middle East,Syria,Government of Syria - IS,35.21,38.01,4,6,0
Middle East,Syria,Government of Syria - IS,35.233333,37.2,3,18,2
Middle East,Syria,Government of Syria - IS,35.23349,40.3166,14,32,27
Middle East,Syria,Government of Syria - IS,35.249444,40.296389,2,3,3
Middle East,Syria,Government of Syria - IS,35.24981,37.50317,4,39,0
Middle East,Syria,Government of Syria - IS,35.25,40.25,7,15,10
Middle East,Syria,Government of Syria - IS,35.254444,40.352778,1,1,1
Middle East,Syria,Government of Syria - IS,35.256571,40.114747,7,83,0
Middle East,Syria,Government of Syria - IS,35.26592,36.71219,1,1,0
Middle East,Syria,Government of Syria - IS,35.272689,40.224595,1,6,0
Middle East,Syria,Government of Syria - IS,35.274514,40.319046,2,46,45
Middle East,Syria,Government of Syria - IS,35.282922,40.539686,1,18,18
Middle East,Syria,Government of Syria - IS,35.283094,40.170863,37,120,1
Middle East,Syria,Government of Syria - IS,35.29662,40.19305,7,27,1
Middle East,Syria,Government of Syria - IS,35.297918,40.236533,2,10,10
Middle East,Syria,Government of Syria - IS,35.30088,40.28916,4,71,71
Middle East,Syria,Government of Syria - IS,35.30839,40.25908,1,1,1
Middle East,Syria,Government of Syria - IS,35.312793,40.094524,3,9,0
Middle East,Syria,Government of Syria - IS,35.31407,40.23865,7,23,20
Middle East,Syria,Government of Syria - IS,35.320404,40.042333,6,18,0
Middle East,Syria,Government of Syria - IS,35.335876,40.140844,194,686,326
Middle East,Syria,Government of Syria - IS,35.341115,37.425866,1,6,6
Middle East,Syria,Government of Syria - IS,35.34169,40.19897,15,44,29
Middle East,Syria,Government of Syria - IS,35.35252,40.17391,5,13,12
Middle East,Syria,Government of Syria - IS,35.35338,40.13909,2,1,1
Middle East,Syria,Government of Syria - IS,35.35905,40.15113,13,92,30
Middle East,Syria,Government of Syria - IS,35.36445,40.11824,14,22,18
Middle East,Syria,Government of Syria - IS,35.366578,37.784873,2,4,0
Middle East,Syria,Government of Syria - IS,35.36821,39.67632,2,3,0
Middle East,Syria,Government of Syria - IS,35.37264,40.18018,1,5,5
Middle East,Syria,Government of Syria - IS,35.376978,37.247987,1,3,3
Middle East,Syria,Government of Syria - IS,35.38411,40.1362,3,9,9
Middle East,Syria,Government of Syria - IS,35.386671,40.086365,17,231,14
Middle East,Syria,Government of Syria - IS,35.387327,40.118914,1,9,9
Middle East,Syria,Government of Syria - IS,35.398056,40.056944,2,89,0
Middle East,Syria,Government of Syria - IS,35.401667,37.025833,1,4,0
Middle East,Syria,Government of Syria - IS,35.401774,40.120814,7,26,22
Middle East,Syria,Government of Syria - IS,35.4054,37.20367,1,2,2
Middle East,Syria,Government of Syria - IS,35.420368,40.057334,5,11,3
Middle East,Syria,Government of Syria - IS,35.44294,40.08619,10,71,68
Middle East,Syria,Government of Syria - IS,35.453611,38.058611,1,35,0
Middle East,Syria,Government of Syria - IS,35.455,37.584722,2,4,4
Middle East,Syria,Government of Syria - IS,35.469444,38.130833,2,3,0
Middle East,Syria,Government of Syria - IS,35.47033,39.93722,3,6,2
Middle East,Syria,Government of Syria - IS,35.47279,40.00401,5,11,8
Middle East,Syria,Government of Syria - IS,35.49022,38.1773,1,44,0
Middle East,Syria,Government of Syria - IS,35.49721,39.97752,2,5,0
Middle East,Syria,Government of Syria - IS,35.5068,38.2548,5,17,0
Middle East,Syria,Government of Syria - IS,35.514722,39.948889,3,12,11
Middle East,Syria,Government of Syria - IS,35.561111,38.337222,1,2,0
Middle East,Syria,Government of Syria - IS,35.562646,38.425952,8,130,0
Middle East,Syria,Government of Syria - IS,35.573566,37.654631,7,18,0
Middle East,Syria,Government of Syria - IS,35.612783,39.8158,4,20,19
Middle East,Syria,Government of Syria - IS,35.629167,38.445833,1,16,0
Middle East,Syria,Government of Syria - IS,35.63,38.68,1,1,1
Middle East,Syria,Government of Syria - IS,35.6462,37.47828,2,2,2
Middle East,Syria,Government of Syria - IS,35.6578,37.61039,1,12,0
Middle East,Syria,Government of Syria - IS,35.6825,38.688056,2,8,8
Middle East,Syria,Government of Syria - IS,35.693093,38.465221,1,5,5
Middle East,Syria,Government of Syria - IS,35.721389,37.568056,1,44,0
Middle East,Syria,Government of Syria - IS,35.733611,38.510556,1,11,0
Middle East,Syria,Government of Syria - IS,35.75,36.94,1,1,0
Middle East,Syria,Government of Syria - IS,35.755203,39.59835,5,26,14
Middle East,Syria,Government of Syria - IS,35.761668,40.768923,2,1,0
Middle East,Syria,Government of Syria - IS,35.783333,37.497222,12,163,0
Middle East,Syria,Government of Syria - IS,35.785,37.625278,1,4,0
Middle East,Syria,Government of Syria - IS,35.790833,37.725833,1,4,0
Middle East,Syria,Government of Syria - IS,35.79646,38.29265,1,5,5
Middle East,Syria,Government of Syria - IS,35.833087,37.463452,1,4,0
Middle East,Syria,Government of Syria - IS,35.8367,38.5481,9,44,27
Middle East,Syria,Government of Syria - IS,35.839168,38.742877,2,4,4
Middle East,Syria,Government of Syria - IS,35.842377,37.558393,3,61,4
Middle East,Syria,Government of Syria - IS,35.86129,36.98608,1,2,0
Middle East,Syria,Government of Syria - IS,35.869033,39.277021,1,3,2
Middle East,Syria,Government of Syria - IS,35.911724,39.005274,1,5,5
Middle East,Syria,Government of Syria - IS,35.913611,39.158889,1,6,6
Middle East,Syria,Government of Syria - IS,35.93062,36.63393,1,2,0
Middle East,Syria,Government of Syria - IS,35.933333,40.35,1,1,1
Middle East,Syria,Government of Syria - IS,35.937711,39.124746,1,6,6
Middle East,Syria,Government of Syria - IS,35.952829,39.007879,33,363,254
Middle East,Syria,Government of Syria - IS,35.963158,38.035566,21,46,43
Middle East,Syria,Government of Syria - IS,36.0,38.933333,8,7,4
Middle East,Syria,Government of Syria - IS,36.057565,40.734784,3,29,28
Middle East,Syria,Government of Syria - IS,36.06056,37.851,1,1,0
Middle East,Syria,Government of Syria - IS,36.07696,37.372512,6,7,0
Middle East,Syria,Government of Syria - IS,36.11073,37.87541,3,10,10
Middle East,Syria,Government of Syria - IS,36.121389,37.723056,2,8,8
Middle East,Syria,Government of Syria - IS,36.12313,37.33999,1,1,1
Middle East,Syria,Government of Syria - IS,36.133174,38.964419,1,1,0
Middle East,Syria,Government of Syria - IS,36.13891,37.7373,1,2,2
Middle East,Syria,Government of Syria - IS,36.151111,37.529444,1,3,3
Middle East,Syria,Government of Syria - IS,36.156331,37.700864,7,20,20
Middle East,Syria,Government of Syria - IS,36.161389,37.378889,1,2,2
Middle East,Syria,Government of Syria - IS,36.172653,37.83595,4,5,0
Middle East,Syria,Government of Syria - IS,36.175,37.439722,9,36,0
Middle East,Syria,Government of Syria - IS,36.183069,37.266012,1,2,2
Middle East,Syria,Government of Syria - IS,36.186944,37.583056,12,46,0
Middle East,Syria,Government of Syria - IS,36.193056,37.484444,2,34,0
Middle East,Syria,Government of Syria - IS,36.193056,37.613056,1,1,1
Middle East,Syria,Government of Syria - IS,36.19581,37.4469,3,3,3
Middle East,Syria,Government of Syria - IS,36.197853,40.70913,2,14,14
Middle East,Syria,Government of Syria - IS,36.20653,37.36314,1,4,0
Middle East,Syria,Government of Syria - IS,36.220278,37.502778,1,4,0
Middle East,Syria,Government of Syria - IS,36.231104,38.021721,1,5,3
Middle East,Syria,Government of Syria - IS,36.241618,37.542934,2,5,0
Middle East,Syria,Government of Syria - IS,36.245458,37.498001,2,5,0
Middle East,Syria,Government of Syria - IS,36.25,37.616667,4,19,1
Middle East,Syria,Government of Syria - IS,36.250278,37.591944,1,4,0
Middle East,Syria,Government of Syria - IS,36.2526,37.0791,1,2,2
Middle East,Syria,Government of Syria - IS,36.25946,37.54725,2,7,0
Middle East,Syria,Government of Syria - IS,36.2643,36.94941,1,2,0
Middle East,Syria,Government of Syria - IS,36.27483,37.53025,1,4,0
Middle East,Syria,Government of Syria - IS,36.287,37.0833,1,1,1
Middle East,Syria,Government of Syria - IS,36.29353,37.04466,1,1,0
Middle East,Syria,Government of Syria - IS,36.296077,37.257082,2,10,0
Middle East,Syria,Government of Syria - IS,36.31094,37.3726,1,2,2
Middle East,Syria,Government of Syria - IS,36.31798,37.70512,1,8,8
Middle East,Syria,Government of Syria - IS,36.318889,40.493056,1,2,2
Middle East,Syria,Government of Syria - IS,36.3189,37.27112,1,5,5
Middle East,Syria,Government of Syria - IS,36.32288,37.81121,1,1,1
Middle East,Syria,Government of Syria - IS,36.326111,38.0175,1,1,0
Middle East,Syria,Government of Syria - IS,36.337116,37.522408,1,4,4
Middle East,Syria,Government of Syria - IS,36.340935,37.052109,1,2,2
Middle East,Syria,Government of Syria - IS,36.34316,37.45531,1,2,2
Middle East,Syria,Government of Syria - IS,36.34734,37.530185,8,40,32
Middle East,Syria,Government of Syria - IS,36.369722,37.514925,49,192,150
Middle East,Syria,Government of Syria - IS,36.38083,37.56502,7,29,26
Middle East,Syria,Government of Syria - IS,36.385687,38.858694,1,0,0
Middle East,Syria,Government of Syria - IS,36.40888,37.40468,2,8,4
Middle East,Syria,Government of Syria - IS,36.40929,37.57825,3,14,14
Middle East,Syria,Government of Syria - IS,36.418186,37.485024,1,2,0
Middle East,Syria,Government of Syria - IS,36.43206,37.74284,1,3,3
Middle East,Syria,Government of Syria - IS,36.43274,37.56857,4,19,19
Middle East,Syria,Government of Syria - IS,36.438333,38.893889,1,9,9
Middle East,Syria,Government of Syria - IS,36.4451,37.02787,2,3,3
Middle East,Syria,Government of Syria - IS,36.447222,37.671944,1,2,0
Middle East,Syria,Government of Syria - IS,36.455833,37.928889,1,2,2
Middle East,Syria,Government of Syria - IS,36.462799,37.433225,1,12,12
Middle East,Syria,Government of Syria - IS,36.473333,37.097222,15,21,14
Middle East,Syria,Government of Syria - IS,36.476922,37.518625,1,0,0
Middle East,Syria,Government of Syria - IS,36.502368,40.747716,1,0,0
Middle East,Syria,Government of Syria - IS,36.512514,37.33446,1,1,1
Middle East,Syria,Government of Syria - IS,36.516667,40.9,3,2,1
Middle East,Syria,Government of Syria - IS,36.517817,37.270653,1,10,10
Middle East,Syria,Government of Syria - IS,36.528153,37.954954,17,58,48
Middle East,Syria,Government of Syria - IS,36.5361,37.1175,1,0,0
Middle East,Syria,Government of Syria - IS,36.542114,37.324766,1,2,0
Middle East,Syria,Government of Syria - IS,36.5563,37.63915,1,4,4
Middle East,Syria,Government of Syria - IS,36.565324,37.249853,1,6,6
Middle East,Syria,Government of Syria - IS,36.585896,37.04565,1,0,0
Middle East,Syria,Government of Syria - IS,36.589,38.34,2,4,0
Middle East,Syria,Government of Syria - IS,36.61206,37.446828,2,2,0
Middle East,Syria,Government of Syria - IS,36.658982,39.757254,1,0,0
Middle East,Syria,Government of Syria - IS,36.801389,38.400556,1,1,1
Middle East,Syria,Government of Syria - IS,36.8175,38.011111,3,2,2
Middle East,Syria,Government of Syria - IS,36.909722,42.005,1,5,5
Middle East,Syria,Government of Syria - IS,37.052152,41.231422,1,9,5
Middle East,Syria,Government of Syria - SDF,36.201241,37.161173,5,15,7
Middle East,Syria,Government of Syria - SDF,36.502368,40.747716,11,67,27
Middle East,Syria,Government of Syria - SDF,37.052152,41.231422,7,70,17
Middle East,Syria,Government of Syria - Syrian insurgents,32.50939,36.54259,1,4,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.52013,36.48256,5,25,4
Middle East,Syria,Government of Syria - Syrian insurgents,32.54509,36.37602,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.55175,36.18586,2,9,7
Middle East,Syria,Government of Syria - Syrian insurgents,32.58441,36.18867,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.59497,36.53383,4,10,3
Middle East,Syria,Government of Syria - Syrian insurgents,32.595556,36.158333,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.617437,36.267345,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.61889,36.10213,105,241,100
Middle East,Syria,Government of Syria - Syrian insurgents,32.62875,36.22425,9,11,3
Middle East,Syria,Government of Syria - Syrian insurgents,32.63205,36.33934,2,2,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.633363,36.161607,11,24,7
Middle East,Syria,Government of Syria - Syrian insurgents,32.66667,36.11389,5,18,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.66918,36.02629,3,0,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.67567,36.05642,10,11,6
Middle East,Syria,Government of Syria - Syrian insurgents,32.677312,36.257661,4,3,3
Middle East,Syria,Government of Syria - Syrian insurgents,32.68619,36.34853,3,3,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.686944,36.479722,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.687959,36.223529,5,10,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.688611,35.988889,2,3,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.705278,36.412778,2,4,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.71099,36.02743,2,2,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.711537,36.448038,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.72021,36.34374,1,4,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.73641,36.20467,2,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.736666,36.328611,1,0,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.73745,35.98542,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,32.737778,36.06875,8,14,9
Middle East,Syria,Government of Syria - Syrian insurgents,32.75075,36.24158,2,3,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.751111,36.305278,5,10,10
Middle East,Syria,Government of Syria - Syrian insurgents,32.75243,36.34781,3,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.75283,36.261084,3,3,2
Middle East,Syria,Government of Syria - Syrian insurgents,32.7539,36.13,26,52,39
Middle East,Syria,Government of Syria - Syrian insurgents,32.75419,35.98964,1,2,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.76667,36.85,4,6,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.771667,36.178333,1,45,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.773706,35.885239,1,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.78782,36.3491,3,4,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.79283,36.15175,23,51,26
Middle East,Syria,Government of Syria - Syrian insurgents,32.796234,36.216972,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.81466,36.20188,2,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,32.82944,36.15933,40,132,3
Middle East,Syria,Government of Syria - Syrian insurgents,32.83395,35.96973,6,10,4
Middle East,Syria,Government of Syria - Syrian insurgents,32.84456,36.34077,2,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.85,36.21667,14,14,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.85778,35.91056,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.859634,37.818306,1,8,5
Middle East,Syria,Government of Syria - Syrian insurgents,32.87,36.29,2,5,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.8706,36.25453,4,8,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.889767,36.483028,1,3,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.891028,36.043459,18,38,26
Middle East,Syria,Government of Syria - Syrian insurgents,32.93481,36.385,7,14,1
Middle East,Syria,Government of Syria - Syrian insurgents,32.94212,37.90946,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.9473,36.2673,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.9565,36.22009,1,0,0
Middle East,Syria,Government of Syria - Syrian insurgents,32.99115,36.060232,14,38,18
Middle East,Syria,Government of Syria - Syrian insurgents,33.01797,36.12806,3,5,1
Middle East,Syria,Government of Syria - Syrian insurgents,33.021399,35.94784,1,0,0
Middle East,Syria,Government of Syria - Syrian insurgents,33.02225,36.02601,2,2,0
