Year,CBPF Name,Cluster,Total Allocations,Targeted People,Reached People
2019,"Iraq","Health",11593934.280000001,1716522,2082562
2019,"Iraq","Multi-Sector",7309481.56,44935,45773
2019,"Iraq","Protection",15683702.0794,443845,400481
2019,"Iraq","Water Sanitation Hygiene",10248786.5378,448392,551849
2019,"Jordan","Emergency Shelter and NFI",3586907.2600000002,31922,33935
2019,"Jordan","Health",2258076.398,5970,7140
2019,"Jordan","Protection",1952501.862,20740,25667
2019,"Jordan","Water Sanitation Hygiene",956305.34,5714,7569
2019,"Lebanon","Education",1045022.51,2300,1936
2019,"Lebanon","Emergency Shelter and NFI",4103729.27,38478,38798
2019,"Lebanon","Health",3623587.5399999996,500325,330096
2019,"Lebanon","Protection",2191859.5,21973,22547
2019,"Myanmar","Camp Coordination / Management",279647.6839,11021,11823
2019,"Myanmar","Education",1911902.6859420002,51501,68900
2019,"Myanmar","Emergency Shelter and NFI",2683309.571374,37072,42063
2019,"Myanmar","Food Security",1949597.442455,53061,68212
2019,"Myanmar","Health",2926299.3720000004,253956,242232
2019,"Myanmar","Nutrition",1031371.3826359999,72310,61392
2019,"Myanmar","Protection",2688082.5332359998,135387,167005
2019,"Myanmar","Water Sanitation Hygiene",2025664.6984569998,58209,71626
2019,"Nigeria","Coordination and Support Services",699999.958,4772,5736
2019,"Nigeria","Emergency Shelter and NFI",11003748.1312,925125,921843
2019,"Nigeria","Health",4494348.4904,480181,461814
2019,"Nigeria","Nutrition",2200187.8800000004,69279,79872
2019,"Nigeria","Protection",3200578.5308,184635,378447
2019,"Nigeria","Water Sanitation Hygiene",6093981.539600001,1338770,1420304
2019,"oPt","Education",818519.432304,9419,12524
2019,"oPt","Emergency Shelter and NFI",4243292.29,30706,37090
2019,"oPt","Food Security",5703405.769476,154045,163977
2019,"oPt","Health",8043411.251999999,594035,909153
2019,"oPt","Protection",5246123.51622,112712,127646
2019,"oPt","Water Sanitation Hygiene",3700773.73,187904,222549
2019,"Pakistan","Food Security",1928778.8994999998,184265,229894
2019,"Pakistan","Health",1252038.844,410154,445210
2019,"Pakistan","Nutrition",2512674.942,190975,202482
2019,"Pakistan","Water Sanitation Hygiene",3196925.4645,552951,588253
2019,"Somalia","Camp Coordination / Management",1990846.402,178794,177660
2019,"Somalia","Education",5288998.57,59968,69660
2019,"Somalia","Emergency Shelter and NFI",5686521.8780000005,157777,175340
2019,"Somalia","Food Security",7898659.48,134152,160952
2019,"Somalia","Health",5852292.7902,334378,409336
2019,"Somalia","Multi-Sector",1920001.2799999998,107380,110110
2019,"Somalia","Nutrition",5826228.4323,234911,285178
2019,"Somalia","Protection",6237996.35,171501,202057
2019,"Somalia","Water Sanitation Hygiene",12710512.4875,628275,696016
2019,"South Sudan","Camp Coordination / Management",2181061.1890000002,256195,335319
2019,"South Sudan","Coordination and Support Services",579999.99,30450,26974
2019,"South Sudan","Education",5372794.83751,204692,250556
2019,"South Sudan","Emergency Shelter and NFI",6726168.528066,717525,797431
2019,"South Sudan","Food Security",7477725.906959999,1588404,1593344
2019,"South Sudan","Health",14330880.547039,2214035,2228018
2019,"South Sudan","Logistics",4075127,517,678
2019,"South Sudan","Nutrition",12262491.621812,940285,1129486
2019,"South Sudan","Protection",13988408.689028,904063,1012284
2019,"South Sudan","Water Sanitation Hygiene",12973052.380585,870665,1013575
2019,"Sudan","Education",4993615.53868,241158,241151
2019,"Sudan","Emergency Shelter and NFI",1700016.1,116500,80820
2019,"Sudan","Food Security",10434157.313129999,653295,764601
2019,"Sudan","Health",13787682.866880002,4044899,4100297
2019,"Sudan","Logistics",1000000,24000,16646
2019,"Sudan","Nutrition",6564373.826239999,568162,749353
2019,"Sudan","Protection",5720472.9090100005,307483,444886
2019,"Sudan","Water Sanitation Hygiene",14387290.296060001,2722834,2652641
2019,"Syria","Education",7540244.5,97208,982209
2019,"Syria","Emergency Shelter and NFI",7788429.220000001,263771,266426
2019,"Syria","Food Security",6348760.59,468070,462177
2019,"Syria","Health",8836273.6439,958227,854623
2019,"Syria","Nutrition",1199871.7601,151158,134908
2019,"Syria","Protection",7508902.4120000005,221038,273993
2019,"Syria","Water Sanitation Hygiene",13430729.914,3365193,3450162
2019,"Syria Cross border","Camp Coordination / Management",16880622.67158,403633,486465
2019,"Syria Cross border","Coordination and Support Services",2043085.78,10490,9890
2019,"Syria Cross border","Early Recovery",3551060.277012,260698,280141
2019,"Syria Cross border","Education",12083859.7637,350067,461898
2019,"Syria Cross border","Emergency Shelter and NFI",18495495.934537,574426,549075
2019,"Syria Cross border","Food Security",14817400.684988,444408,694245
2019,"Syria Cross border","Health",13329997.9318,2777747,5096923
2019,"Syria Cross border","Nutrition",2356292.67,243893,285532
2019,"Syria Cross border","Protection",8775304.682983,486913,584641
2019,"Syria Cross border","Water Sanitation Hygiene",24889213.753399998,5422854,5741028
2019,"Ukraine","Emergency Shelter and NFI",459852.4002,1703,1968
2019,"Ukraine","Food Security",555626.5739,2315,2504
2019,"Ukraine","Health",650147.6041,3447,5031
2019,"Ukraine","Protection",554056.9145,2743,3057
2019,"Ukraine","Water Sanitation Hygiene",767998.6973,14169,17191
2019,"Yemen","Camp Coordination / Management",5348545.28776,147066,147683
2019,"Yemen","Coordination and Support Services",19650308.98,542385,840215
2019,"Yemen","Education",13532014.133676,337869,281515
2019,"Yemen","Emergency Shelter and NFI",26457146.413939998,622354,741236
2019,"Yemen","Food Security",35199553.092664,936648,465868
2019,"Yemen","Health",60411988.11929999,3513974,4506152
2019,"Yemen","Multi-Sector",6977155.98,756000,748000
2019,"Yemen","Nutrition",4268136.6694,176702,153541
2019,"Yemen","Protection",20183868.4226,521879,617335
2019,"Yemen","Water Sanitation Hygiene",47375313.090660006,3454843,3906540
