Year,Donor Name,CBPF Name,Paid Amount,Pledged Amount,Total Contributions,Local Curency,Exchange Rate,Paid Amount (Local Currency),Pledged Amount (Local Currency),Total Contributions (Local Currency)
2015,"Sweden","Lebanon",1142102.04,0,1142102.04,"SEK","8.760000",10000245.45,0,10000245.45
2015,"Sweden","Myanmar",589750.37,0,589750.37,"SEK","8.480000",4999903.62,0,4999903.62
2015,"Sweden","oPt",1185209.57,0,1185209.57,"SEK","8.440000",9999817.5,0,9999817.5
2015,"Sweden","Pakistan",2020877.38,0,2020877.38,"SEK","8.410000",16999903.62,0,16999903.62
2015,"Sweden","Somalia",7055405.17,0,7055405.17,"SEK ","8.530000",60168936,0,60168936
2015,"Sweden","South Sudan",12854447.59,0,12854447.59,"SEK ","8.540000",109813353,0,109813353
2015,"Sweden","Sudan",6336249.86,0,6336249.86,"SEK ","8.600000",54485413,0,54485413
2015,"Sweden","Syria",2372106.58,0,2372106.58,"SEK","8.430000",19999807.25,0,19999807.25
2015,"Sweden","Yemen",6875816.84,0,6875816.84,"SEK","8.510000",58500195.59,0,58500195.59
2015,"Switzerland","CAR",1003540.73,0,1003540.73,"CHF ","0.990000",990466,0,990466
2015,"Switzerland","Colombia",613520.03,0,613520.03,"CHF","0.980000",600000,0,600000
2015,"Switzerland","Ethiopia",3073942.8,0,3073942.8,"CHF","0.980000",3000000,0,3000000
2015,"Switzerland","oPt",505050.51,0,505050.51,"CHF","0.990000",500000,0,500000
2015,"Switzerland","Somalia",1343028.33,0,1343028.33,"CHF ","0.960000",1284995,0,1284995
2015,"Switzerland","South Sudan",1770696.85,0,1770696.85,"CHF ","0.990000",1748454,0,1748454
2015,"Switzerland","Sudan",1047778.71,0,1047778.71,"CHF ","0.960000",1011106,0,1011106
2015,"Switzerland","Syria",3566237.92,0,3566237.92,"CHF","0.980000",3500000,0,3500000
2015,"Switzerland","Syria Cross border",711382.11,0,711382.11,"CHF","0.980000",700000,0,700000
2015,"Switzerland","Yemen",3159882.88,0,3159882.88,"CHF","0.950000",3000000,0,3000000
2015,"United Kingdom","Afghanistan",18222600,0,18222600,"GBP ","0.660000",11973117,0,11973117
2015,"United Kingdom","CAR",9132207.27,0,9132207.27,"GBP ","0.660000",5994871,0,5994871
2015,"United Kingdom","DRC",21159621.58,0,21159621.58,"GBP ","0.650000",13838393,0,13838393
2015,"United Kingdom","Ethiopia",43381925.71,0,43381925.71,"GBP","0.650000",28200000,0,28200000
2015,"United Kingdom","Iraq",29353019.88,0,29353019.88,"GBP","0.650000",19000000,0,19000000
2015,"United Kingdom","Myanmar",1626162.39,0,1626162.39,"GBP","0.660000",1079000,0,1079000
2015,"United Kingdom","Pakistan",3076923.08,0,3076923.08,"GBP","0.650000",2000000,0,2000000
2015,"United Kingdom","Somalia",7460500,0,7460500,"GBP ","0.660000",4901549,0,4901549
2015,"United Kingdom","South Sudan",52844750,0,52844750,"GBP ","0.640000",34021727,0,34021727
2015,"United Kingdom","Sudan",17299900,0,17299900,"GBP ","0.650000",11296938,0,11296938
2015,"United Kingdom","Syria Cross border",10132204.19,0,10132204.19,"GBP","0.650000",6600000,0,6600000
2015,"United Kingdom","Yemen",27952636.28,0,27952636.28,"GBP","0.650000",18200000,0,18200000
