Year,Donor Name,CBPF Name,Paid Amount,Pledged Amount,Total Contributions,Local Curency,Exchange Rate,Paid Amount (Local Currency),Pledged Amount (Local Currency),Total Contributions (Local Currency)
2011,"Sweden","Somalia",8086100.21,0,8086100.21,"SEK ","6.640000",53720317,0,53720317
2011,"Sweden","Somalia",200000,0,200000,"USD ","1.000000",200000,0,200000
2011,"Sweden","Sudan",28378774.59,0,28378774.59,"SEK ","6.270000",178020053,0,178020053
2011,"Sweden","Yemen",2232161.53,0,2232161.53,"SEK","6.720000",14999505.95,0,14999505.95
2011,"Switzerland","Ethiopia",1783534.21,0,1783534.21,"CHF","0.840000",1500000,0,1500000
2011,"Switzerland","Somalia",3374374.11,0,3374374.11,"CHF ","0.890000",3000474,0,3000474
2011,"Switzerland","Yemen",542888.17,0,542888.17,"CHF","0.920000",500000,0,500000
2011,"United Kingdom","DRC",35375250,0,35375250,"GBP ","0.630000",22416104,0,22416104
2011,"United Kingdom","Ethiopia",17813610.4,0,17813610.4,"GBP","0.620000",11000000,0,11000000
2011,"United Kingdom","Somalia",31772087.99,0,31772087.99,"GBP ","0.630000",20071185,0,20071185
2011,"United Kingdom","Somalia",876435.05,0,876435.05,"USD ","1.000000",876435,0,876435
2011,"United Kingdom","Sudan",78255000,0,78255000,"GBP ","0.640000",50303365,0,50303365
2011,"United Kingdom","Yemen",2438729.61,0,2438729.61,"GBP","0.620000",1500000,0,1500000
