Year,Donor Name,CBPF Name,Paid Amount,Pledged Amount,Total Contributions,Local Curency,Exchange Rate,Paid Amount (Local Currency),Pledged Amount (Local Currency),Total Contributions (Local Currency)
2018,"Andorra","Yemen",5636.98,0,5636.98,"EUR","0.890000",5000,0,5000
2018,"Australia","Afghanistan",764291.95,0,764291.95,"AUD ","1.330000",1014215,0,1014215
2018,"Australia","Myanmar",2287436.87,0,2287436.87,"AUD","1.310000",3001117.17,0,3001117.17
2018,"Australia","oPt",7466117.5,0,7466117.5,"AUD","1.340000",9997131.33,0,9997131.33
2018,"Australia","Somalia",3026521.34,0,3026521.34,"AUD ","1.310000",3953588,0,3953588
2018,"Australia","South Sudan",2580188.41,0,2580188.41,"AUD ","1.310000",3390368,0,3390368
2018,"Belgium","CAR",1848900,0,1848900,"EUR ","0.810000",1497609,0,1497609
2018,"Belgium","DRC",5450550,0,5450550,"EUR ","0.830000",4499078,0,4499078
2018,"Belgium","Iraq",3703703.7,0,3703703.7,"EUR","0.810000",3000000,0,3000000
2018,"Belgium","Jordan",1851851.85,0,1851851.85,"EUR","0.810000",1500000,0,1500000
2018,"Belgium","Lebanon",1851851.85,0,1851851.85,"EUR","0.810000",1500000,0,1500000
2018,"Belgium","Nigeria",2469135.8,0,2469135.8,"EUR","0.810000",2000000,0,2000000
2018,"Belgium","oPt",2962962.96,0,2962962.96,"EUR","0.810000",2400000,0,2400000
2018,"Belgium","South Sudan",4930400,0,4930400,"EUR ","0.810000",3993624,0,3993624
2018,"Belgium","Syria",8950617.29,0,8950617.29,"EUR","0.810000",7250000,0,7250000
2018,"Belgium","Syria Cross border",8950617.29,0,8950617.29,"EUR","0.810000",7250000,0,7250000
2018,"Belgium","Yemen",4938271.61,0,4938271.61,"EUR","0.810000",4000000,0,4000000
2018,"Canada","CAR",771724.03,0,771724.03,"CAD ","1.290000",993209,0,993209
2018,"Canada","DRC",1592737.12,0,1592737.12,"CAD ","1.290000",2056224,0,2056224
2018,"Canada","Iraq",381401.93,0,381401.93,"CAD","1.310000",500017.92,0,500017.92
